Siren,CA2013,CA2014,CA2015,CA2016,CA2017,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017
329924963,2569245,2473415,2443594,2197182,2306806,10925,19198,63,-54014,-18002,6,6,6,6,6
329938880,99e3,201e3,178e3,151e3,124e3,52e3,123e3,69e3,53e3,19e3,1,1,1,1,1
501658421,9786325,9594877,10414816,11192130,11095038,183442,-122249,480516,632931,648773,93,91,95,95,99
501661714,23466433,22652714,25436012,26523445,28065659,9199,712,14901,2514,16194,76,67,73,75,80
501672992,1551096,999949,1040935,1088168,1192054,-159426,16654,21174,-828,63469,10,12,14,30,13
790653612,781583,666800,796139,831760,899377,89230,-3866,37587,41031,49490,4,4,3,4,4
790689822,186126,254796,315515,400489,503888,-4587,305,-4677,7971,213,2,3,3,0,6
494980196,1313901,1236885,1320326,1505216,1575209,39169,-39178,46885,8735,-426,2,2,1,2,3
494982549,2998727,3232700,3729727,3378239,3933240,264914,385910,583728,205679,348881,54,61,78,89,94
494983133,367998,272171,326660,329782,413135,13190,-27817,23085,8807,18573,2,2,2,2,2
790427744,240009,584318,547973,602514,843828,15025,58958,48282,31461,45237,0,3,2,2,5
330004888,342820,321577,299558,273031,65342,-12230,-22565,-25326,-43054,283738,4,5,5,5,4
330022641,14085498,14645220,15160848,15914800,17579990,306773,493761,517534,415989,502494,33,34,34,37,41
330075805,7204501,7371688,7536038,8522022,8495682,-172673,-298959,8147,-193375,-143740,34,32,28,32,31
330110917,9507726,9420066,10563763,12178882,14191166,1183601,-45598,-483372,274891,963275,41,37,36,56,68
330138439,1768199.3333333333,2787464.727272727,3501882,3705500,4126909,170860,271706.1818181818,311335,320142,363491,22,34.90909090909091,42,44,51
500743729,1341755,1407067,1669903,1857929,1947772,80288,33232,58451,20717,67706,5,7,7,9,10
500775192,195237,206475,233778,233509,289642,8723,5100,8294,6296,10615,2,2,2,2,2
338828304,920934,868044,973621,1046655,1184222,108630,99638,26871,121839,43435,8,8,7,7e3,8
330405309,4872104,4953118,4356696,4417951,5749694,82898,-43212,4305,19481,-462332,36,37,36,36,30
330450057,428570,472328,355934,364540,320792,15291,66386,7905,11292,20258,7,7,8,8,6
330533472,15947706,18975654,20965470,24334282,24945653,-56230,-121953,-67347,32010,-2482,257,310,346,314,284
500826250,501030,515490,495280,513080,489700,18420,8200,23840,40460,22860,3,3,3,3,4
500876933,3565495,2812582,2869717,3151600,3536818,278012,206932,55326,73368,55948,30,26,25,25,32
500883111,14953186,15011372,16308055,16414482,15706395,84418,46884,53607,39157,16072,46,47,35,33,35
500890611,14915872,15629391,16174799,17091087,17242062,838617,1077810,1153980,1146741,1129339,71,111,113,119,130
790340004,387006,752944,647018,695815,809929,50862,24086,14051,30059,50686,18,5,5,4,4
790357388,1115090,1276300,1361031,1547901,1944559,-118821,134802,10585,41757,76890,9,9,10,10,14
789563160,1000672,1749317,1761665,1952712,2127668,833591,1400014,1687481,1291837,1358606,3,3,3,3,3
789620549,168980,191512,230809,240789,207912,5248,24481,34462,36389,14290,2,3,2,2,2
497706259,1030840,948860,883260,940030,900130,220990,136750,57280,268130,459220,12,14,13,14,13
497714709,649080,821760,738970,738820,746570,-77550,73070,-33570,13300,12180,3,3,3,2,2
494732878,329400,395858,700963,507956,117313,1183,8957,1467,-294,-322633,1,4,4,4,4
329337802,277600,278249,262483,229349,203494,2086,-14349,-9643,21146,14168,3,3,2,2,2
329347033,15623741,13335627,16730155,14700473,15248874,2917176,1552352,1680661,1645714,1390770,15,15,18,15,17
329347256,7530716,9269254,9384224,8648410,10204433,73936.79999999999,100780,100770,68084,127542,36,49,49,49,47
329350680,740112,752380,927984,1032445,1134038,-19612,67722,69998,36510,80875,4,4,5,5,6
329391965,1186726,1209877,1035716,968777,1048888,49416,61536,58815,55816,66460,17,15,541302,12,14
329393797,578214e3,532809e3,456030188,452372246,487545547,18831e3,12559e3,9957400,7163250,7309434,3072,3122,2960,2953,2927
329490650,5901889,5675188,5855237,6661883,6214069,261754,213781,-54802,-98624,89568,17,26,9,24,23
329530224,304328,301649,306408,281830,323540,5385,10811,10124,11134,9631,7,7,6,6,6
329570857,86307347,101241461,108021483,119121835,128424321,6457513,9314e3,11737247,12290451,16814020,391,401,428,438,456
329596639,15900169,13142291,13073064,13552699,10958668,1576895,1254320,1422374,1042220,1246683,22,22,20,19,15
501883078,542991,548415,725461,1290216,1563234,-61844,-111705,-35330,167263,225161,8,8,8,8,9
789667979,323621.5384615385,433990,425235,450829,452236,2924.3076923076924,-16710,-29743,3563,40746,4.615384615384616,6,6,5,5
497528950,29830140,33885530,36398700,43223720,44175180,311880,344540,368700,690450,700420,46,45,49,49,56
497531764,199058,205937,205220,223755,249883,15645,2359,-17473,-2402,27326,2,2,3,2,3
497549162,11687443,13071634,11908435,12674565,14906103,285466,293110,77278,177654,213032,63,90,77,79,86
497594820,14310691,14587117,14728559,14640740,13450223,329676,304921,366011,293543,-352730,17,17,18,19,19
329651319,318341.5384615385,316784,284210,288842,336947,282.46153846153845,-7106,-6856,-35560,-49497,1.8461538461538463,2,2,1,3
331620823,41621253,31834694,34002792,33574561,31701466,145141,107615,172122,148324,278256,3,3,3,3,3
331735266,11429461,9458940,9091965,10866809,19943083,-4302942,3660031,4449504,2037373,-1021905,33,28,27,27,29
331746396,4273764,4211638,3900990,4687306,5537288,516401,531870,476898,461778,551543,49,47,48,51,70
331786673,1407124,1319530,1002965,1008719,720906,189046,-40340,-127873,49446,-60327,11,12,10,9,8
501963383,7011530,6020110,5364870,4409880,5883676,-291270,-483930,-389620,-1688830,417661,12,11,10,9,1
501967822,1117628,1039781,720654,880696,928476,311,6900,-59009,-31953,-84831,11,9,7,9,8
501973283,1567815,1763267,1960376,1062968,1530133,-107734,143870,-149128,250155,-258639,14,13,10,11,11
501991566,617064,571104,574364,597244,668427,22201,5664,15933,8342,18365,4,8,4,4,3
501705917,165080,125455,131711,132801,142822,478438,88530,85815,65715,52282,1,1,1,1,1
790574404,3503706,4171080,5194607,3876777,4301261,41029,42288,84641,5496,20070,3,6,13,13,22
496573155,6839160,12376900,13033530,13375400,13724954,563030,321190,522340,592760,514978,57,85,86,80,81
496580226,298e4,2975050,2746530,2589660,2588090,113e3,63820,-89570,78270,5850,19,20,19,19,18
331803460,4632139,5182613,4913673,4938405,5410012,223714,358350,189857,177176,252606,28,28,25,27,28
328813563,45812252,51143911,52745921,56788921,62459717,1531207,2081157,1999635,2291298,3016124,19,19,19,20,21
328833546,84818304,90183194,71856133,89322777,80941916,2003359,812369,976092,1769093,4318566,425,423,397,371,357
328920384,1281155,1144768,1291470,1114313,1067672,-92457,24725,42,-239,4912,15,14,16,15,14
328921432,8075058,4636279,6220817,6971591,6625163,2348302,172715,2874042,3670102,3539904,35,19,16,14,12
328921473,18779209,18234983,23100584,22846931,25128146,861372,680008,-123074,677439,978247,41,43,58,53,55
328930839,3008225,3229666,2685708,2630679,2587172,21702,111707,-19861,13508,25419,69,64,64,61,54
328959358,68748509,67446289,67309825,65396186,63433293,1573090,2309776,2311922,2660309,1102819,228,225,225,234,236
502072861,1960371,3029947,3045462,3332428,3768857,40119,77787,34609,29047,115887,9,10,11,12,13
790592729,141696,300038,431384,410263,553318,78131,92808,137480,105542,76567,0,1,1,0,0
790610281,39223,53922,79975,71858,51534,2845,714,11620,1906,138,1,1,1,1,1
790613475,148870,150360,171460,200640,214910,-99050,-71510,-73e3,-52410,-22720,5,6,7,7,3
790619217,1656011,1989260,2892415,5371065,8061823,49083,27487,141410,75998,211712,6,7,12,16,23
498380096,7159055,4804559,5443859,5463910,6395321,58496,-233689,69674,168884,396016,188,125,141,142,163
498400217,106826,127796,116570,183302,227414,2035,7070,8124,9901,15806,1,2,2,2,3
498411446,10888405,3754403,2475281,1240797,1536900,51862,-550538,-369601,-264706,-176251,24,24,24,12,11
329001846,1154613,1215915,1216592,1258447,1310013,85238,158829,193035,160544,163942,9,8,8,8,8
329094346,248590,264073,309507,306664,291186,32752,25308,45437,32453,35033,2,2,3,0,2
329142855,11922880,10282061,14583206,14154903,20436715,88601,81360,17255,42985,154217,35,35,40,38,38
329200703,152865,142239,119982,121609,121310,1169,-1432,8270,4665,-179,3,3,3,3,3
329274369,17350069,14787029,16218968,17636822,19281570,972359,599482,516642,562565,483293,103,105,104,106,107
329277156,512382,447945,491850,444160,562811,19757,2733,10536,13159,42243,5,5,5,5,4
329297824,10162153,9595159,9766808,9785145,9829762,269040,221045,380841,260906,385333,18,18,13,13,12
502093750,1052063,1023506,955985,999654,937042,-187454,-144022,-162467,-140613,313399,0,0,0,0,0
502095094,49180815,48969960,59035392,68090501,77966066,-2850562,-945724,544589,77483,-504750,116,103,104,118,133
502129430,409484,404806,391532,372399,277804,15505,2177,-6341,8612,-23637,3,4,3,3,2
790412001,1369535,2348507,2871428,3082892,3192169,9582,90093,12259,18514,22300,12,16,26,22,23
498462118,6245390,6271700,6293160,7369430,7409880,100840,137840,119660,172190,229210,66,64,68,82,79
498466820,475402,438409,707809,762022,544371,30385,3032,39611,37119,36518,9,9,12,10,6
498519255,317558,297735,300344,322048,329189,8503,23734,19426,15020,-23791,6,4,3,2,3
498557222,10499091,10704325,10448889,10776596,11154327,26734,383957,817540,700575,819482,7,6,6,7,7
503362014,139471,169151,208371,148169,147583,1619,18090,17346,119,-39235,1,1,1,1,1
504950619,417770,388450,441545,477498,412308,7768,14098,20357,21698,13845,1,1,1,1,1
331647297,493798,490435,476389,449075,448960,-15327,11422,2709,-720,14,9,8,8,8,8
342274073,6633252,6723118,7259377,7356049,8055524,368277,371207,533640,571870,712927,60,58,62,60,63
342281441,2509327,2648611,2635561,2136621,2442486,-80264,-117257,-196544,-381427,-511539,19,19,18,19,26
342288859,15879836,17128941,19953400,18513207,21164664,-803880,-1268365,57543,-600036,1795580,114,160,160,162,146
342321981,1122111,1075301,1014809,1075198,1053427,27383,24239,-15655,29355,60415,9,9,9,9,9
342324993,7463755,8314662,7650856,6906647,8840715,348270,353886,363808,384013,412949,24,24,24,28e3,28
502154032,260389,279706,383192,484677,487194,23415,21553,44800,41635,32444,4,5,5,8,8
498494236,184589,166431,204800,134065,222174,2068,15794,8869,25322,19562,3,3,1,2,3
498496629,331e3,421e3,478e3,474e3,527e3,28e3,39e3,12e3,39e3,22e3,3,4,6,6,6
498531128,2515983,3049631,1971971,1910259,1453884,7684,3291,7776,3101,3059,25,30,27,25,25
343701405,5267281,3550615,5378818,5854153,7295635,48360,138722,190916,161992,256481,24,21,20,24,28
343174967,3677127,3892222,3694133,3734026,3765442,1183428,1010795,1013551,941930,942025,8,8,9,9,9
343191292,1349354,1885288,1564731,1784703,1854332,86919,412532,112545,276969,208441,8,9,9,9,9
343215125,1353774,1555514,1726112,1459933,1572821,105677,154945,300416,156798,95453,16,16,13,14,14
343234126,320497,305586,173380,273671,294635,20866,15666,-130349,2167,-15980,3,3,3,2,2
343242509,644272,596806,714807,715099,816777,10025,-18738,11101,2091,11008,8,8,7,7,7
343254868,1314e3,1598300,1128e3,1135680,1103720,48e3,101500,13200,70870,16610,11,11,11,11,11
344201363,798262,636660,707830,562662,790602,18560,1284,19495,8310,9122,2,2,1,2,1
344209911,3142373,3010234,2549601,0,0,1431437,615558,645671,0,0,24,24,24,0,0
502568215,333664,311562,304381,319430,362438,31950,31563,31641,28106,16603,1,1,1,1,1
503655441,12299639,13254744,13905991,15183903,16626151,-9875709,-10515961,-4718116,-2945397,-2647270,1,4,1,1,1
503659054,132995,207693,264268,285697,257084,-12131,8304,24566,22455,5809,2,3,5,3,3
498262567,3701758,4123272,4634895,5226763,6285747,-272873,-422426,-462268,-514348,269464,37,41,43,48,56
498133750,640368,603209,684176,653274,790624,456,10693,31342,37708,34960,7,7,6,5,5
344295365,14996620,14523440,14484180,15016525,16357488,201340,140590,104370,98029,200071,41,41,39,39,46
344298989,4819663,4865392,4536964,4339769,4533645,199401,344144,368501,406734,362933,5,7,7,6,6
344326970,1210136,879494,936427,902519,927061,96741,88698,102302,164423,91005,3,3,3,2,2
344350111,11102973,8164942,8289936,8461966,9463032,50971,-178366,38402,73905,191234,0,25,24,21,0
344368345,771659,833119,708942,714609,756471,5317,18511,36517,39292,28062,3,3,3,3,3
503674061,325848,320291,330352,276310,327007,19161,13776,2935,-458,-23490,2,2,2,3,4
503679870,1821368,1906880,2007353,1996525,2250073,116156,108852,110933,173569,205754,23,25,25,27,27
503717753,102479,164458,151010,201274,156281,5847,767,25336,33542,9830,1,1,1,1,0
503732265,375e3,1103010,1191870,1256120,1414570,66470,428040,991270,321150,681600,2,5,5,5,5
794278846,17813,2217933,5611993,5303922,6406228,-129745,372562,1079189,1035235,1248169,2,7,8,8,7
498155498,3953059,4538769,4757305,5470627,6522653,278283,281993,342617,231668,407887,21,18,19,22,24
792449191,74479,153774,225686,448753,632867,1772,5207,12291,9538,18601,0,0,1,0,2
344514591,97523840,97898940,101830690,102642890,101704990,6680490,6560450,6625410,7876920,6948860,181,183,188,192,211
344544762,130567,118219,106474,97170,93937,428,-3083,-3830,-6816,-6766,1,1,1,0,1
344550876,10614304,11907730,14110120,11952717,14476103,955804,865005,1664365,762567,2196182,40,41,0,0,0
344564e3,16343880,17677040,17831340,18266490,20373210,198780,163450,614500,255940,370350,43,49,49,56,49
344577523,28287048,25853191,23613079,23504945,23371701,895638,754166,339801,-213115,-238607,194,184,191,209,184
344580469,5308256,6000232,6039026,5069074,5762701,267796,273833,34005,-331133,374509,32,39,41,38,34
344586920,17070099,15745521,15686286,13773653,15721539,199871,99791,170389,20777,224652,84,81,75,76,88
344606405,1186665,1599832,1554849,1278055,1452027,-8239,699,6582,-113491,101518,21,24,21,24,24
503762809,460964,343150,370005,424637,602473,65142,17322,16638,21152,61130,5,3,3,3,5
503779753,181742,160970,246699,75408,61817,-1143,-1730,7222,-28644,-23630,1,6,2,0,0
503508681,4584868,4722281,4953218,5416529,5431221,32389,39640,118523,172549,9540,87,91,94,5,6
794165506,0,17e3,111899,343694,372991,1438,-204459,-332863,-536133,-704043,0,0,0,0,0
494812472,723994,1074316,870030,981704,1130637,36431,87796,10777,38240,58136,2,4,4,4,4
494815509,80719,86282,77504,80486,74322,4299,133,-3866,265,-2916,1,1,1,1,1
348006446,127023328,139703759,164633515,220537333,266366442,606251,1479254,1627981,4478751,6889710,609,611,687,846,1010
348013640,1433566,1262974,1207191,1974663,2095165,145523,30765,-59025,57727,184699,17,18,18,19,26
348108879,390463,416518,412170,444230,457726,29256,45733,9862,13994,31872,4,4,3,3,3
344633151,357058,344048,351058,316082,317071,11714,10231,18795,-14241,10352,7,7,7,6,6
344674734,1340810,1417403,1351444,1088335,1385637,119722,130860,93249,87671,79980,0,0,0,0,8
344698675,591e3,579e3,67e4,655600,657600,252550,108715,17844,-41580,129068,14,14,18,0,0
503510265,656556,636922,610730,708689,857942,8931,19238,29756,30011,38108,7,7,7,8,9
503572356,206418,214547,169880,223902,236707,36380,45924,2227,56786,30614,2,2,3,3,1
503581308,502e3,491510,497750,319500,190300,19510,-9450,22640,-7310,-23370,7,7,7,5,4
794376335,83013,279930,298717.3333333333,287414,254811,-30420,5569,32586.666666666668,-4884,-10731,4,5,5.333333333333333,4,5
494856586,1003768,1131260,1275395,1517404,1564661,58502,95349,57306,46332,29813,9,11,11,12,12
494881949,151909,149386,139181,148004,134449,18900,18786,15660,8978,1144,7,4,4,7,0
492482021,2265191,2191357,1207293,1006378,1490952,22938,32063,-84132,26769,11022,49,49,33,18,22
409740305,1537780,1838758,1627267,1657576,1722076,55610,142607,77328,145896,122003,8,8,8,6,8
344709399,33603320,35549320,43528950,45366740,43539530,73070,341120,315710,442880,-169837,44,46,46,51,51
344759139,950332,945638,1052308,1096198,1165077,29349,46388,56497,47740,438,10,10,11,15,14
344816293,8883927,7854322,10459530,12116629,10612659,42504,-655175,943274,797546,651453,152,138,120,128,125
344821343,589167,498316,405458,376424,439543,11505,21596,34490,14577,22754,7,8,6,6,6
344830872,14380162,11414563,25858654,25207615,26271485,-194082,-2484484,-1317040,-999172,153329,289,240,429,459,443
344984869,7512690,5130047,6905974,6199666,6585834,-2303742,-2086473,-305402,-450471,-643901,69,52,45,35,37
345002281,32802840,40037987,36385010,37654458,28929987,-153585,15230,29407,108122,87194,43,43,41,44,44
503597213,1534785,1845169,1798963,1812536,1539889,17880,176407,87093,-49841,-180225,25,24,24,22,26
503598443,407479,477869,595719,640855,596536,4627,1840,57810,-28342,-14043,3,4,4,5,6
503618068,308223,307549,294288,312452,342311,27135,22809,16670,27819,122947,1,1,1,2,2
495164360,533570,345791,372702,455162,415128,33422,-17116,16506,20265,6187,2,2,3,4,4
495194953,9746256,9647559,10402075,9704580,10990168,503916,378913,182487,172057,307813,9,11,12,12,14
495222911,1085372,1026040,1379512,1060030,1431568,19129,19281,23334,-9776,12859,1,1,2,2,3
317454148,1736715,1803327,1828883,1669999,1159324,98786,123430,124975,67267,306046,4,5,5,5,7
347524761,401810,234460,195120,319980,216670,21190,13200,-11800,21490,15470,3,3,2,2,2
347541674,222252,206840,206530,173603,163200,-340,689,-134,4652,6197,3,3,3,2,2
347567133,112603834,113627075,108221311,102095901,101049012,27518,325590,216569,178270,285070,124,135,137,145,140
347585069,94009100,99274090,107523140,109337090,124425568,3115780,1828140,2345640,1949150,1071247,186,202,218,243,265
347594137,657762,519618,405652,400267,278549,-14499,-173777,-117123,-64267,-79725,9,8,8,7,5
347642696,3809180,5160180,9942900,11989430,14253160,268980,640530,2085540,2656880,3957670,42,47,76,96,102
347644817,6154978,6710675,6013599,6829774,7425171,337528,342819,384697,413750,612180,46,44,43,42,44
347647943,279380,307190,277520,294860,303840,1340,15260,2160,3910,4180,2,2,2,2,2
347664278,2436179,2424557,2578628,2490482,2123886,154917,204276,178949,200276,122437,30,30,30,31,27
347678518,3859102,3649526,4010349,3591484,4268417,94444,30068,24077,176415,-5896,3,3,3,3,2
347683450,635680,640580,674580,861080,883328,21773,29307,58476,132809,354619,6,5,5,5,4
347685026,8820907,9913296,10283411,11589297,13098767,813009,1015911,926524,1412552,2173975,77,82,84,80,81
503839870,28505526,28395103,29590206,28664876,29533355,-79446,-956968,-564634,162054,-61992,100,103,104,104,105
489011502,1478315,1099965,855067,24912,1752,520326,1357798,-516350,1179597,372533,11,12,11,1,1
488820515,7827827,9826652,10740149,13566578,19352337,473314,404514,179703,410698,-719684,5,8,6,6,13
488825332,989236,1343835,1259085,1196165,1305046,-134532,-362835,-319904,-186168,-259033,7,8,9,9,9
495276214,167767,185708,161005,215572,193651,9780,28578,19484,42653,47941,1,1,1,1,2
484335179,201311,181670,125441,159920,160324,-2066,2403,2703,17566,16099,2,2,1,0,3
347712796,2439656,2950785,3012569,2768187,2930280,260997,310972,421789,279578,418919,8,8,9,7,4
347731267,1068409,1042340,1120231,1246036,1263404,36877,8089,41814,47783,55487,7,6,7,7,6
347746307,606960,681e3,717e3,744e3,744e3,346119,213204,258391,229632,379184,1,1,1,1,1
347788135,3000332,3187293,3464580,2846238,2930013,151358,67678,345377,290077,106604,22,18,19,20,21
347806002,206771762,210074968,207840746,210598404,209912263,10860761,8462803,4940197,13586109,12828546,845,893,900,827,826
347811911,339433,380443,449494,530114,589252,6417,11314,17767,29582,36739,2,2,2,2,2
347832735,1186955,1276423,1158556,1114714,1078012,17406,51594,46763,22207,58991,7,7,7,7,7
347841512,14099436,14940456,15140126,16569749,17300487,22272,44307,64597,146106,73330,142,124,156,175,176
347849382,68618053,56828313,61684858,59214464,60303458,-351414,765792,551997,1090935,-1208213,844,741,793,1766,1646
347855470,267e3,257e3,281e3,281e3,228e3,6e3,6e3,8e3,2e4,1e4,2,2,3,2,2
347859621,74730,85921,73902,76255,63690,-16809,-9937,-8446,-14775,-15781,2,2,2,2,1
347860892,907638,871768,857515,837194,809338,44700,43823,46369,41897,30949,3,3,3,3,3
347861791,1317934,1680067,1617769,1612688,1640446,824406,874370,953201,982459,1029817,2,2,2,1,1
488867227,335e3,341e3,266e3,335e3,32e4,5e3,-11e3,-12e3,1e3,-6e3,2,2,4,2,2
495364200,3537039,3895210,3646150,3839181,5305693,291807,204637,234076,220034,322031,27,33,30,35,41
495369514,904020,884550,1305850,1233330,1160020,26260,22850,50310,57770,9280,7,7,12,13,13
447586124,565063,783983,1305107,529199,705562,286237,215447,315208,-327154,8824,2,2,3,2,2
432175370,517492,432002,387857.6,2820283,2957421,132529,339621,-118450.4,-869384,-518916,0,0,4,40,41
347886186,6858380,8233870,7323850,7893840,8319550,-178e3,373340,53760,149960,97310,46,47,49,55,55
345378608,24790258,20876303,22285268,20018896,18969602,476562,625747,157249,-818237,-997236,54,50,49,48,47
345406995,1238136,1319577,1643505,1394665,1151130,100816,89004,191073,85253,22632,7,8,11,10,8
346050024,25349840,24945170,24895200,25361810,24258801,1538170,1356620,1125990,1944890,1372152,128,124,117,115,107
347381444,4045983,4486992,4452317,5477523,5028876,130479,159970,134729,246426,233512,8,9,9,9,9
347448334,5273180,5893030,6139610,5757100,9031980,27530,201820,239660,39870,-761280,41,44,42,44,47
344808142,30324e3,28859e3,31905805,34437e3,36375e3,32e4,5e3,25833,37e3,344e3,38,39,40,41,41
488174517,211326,346152,189685,233505,872448,0,67232,29528,47527,71445,3,3,2,2,2
794513234,8071334,19005936,20241030,20358942,23006e3,23748,196723,264027,241374,214520,53,49,49,50,49
495820037,871230,840990,1008680,991920,1049610,630950,31090,84200,33970,626920,2,3,3,3,3
498024116,1263790,1156681,1092998,1235e3,1113055,681221,2082244,3033577,2127571,592384,3,3,1,2,2
498029537,2291748,3840141,4256196,3874183.3846153845,4557826,53914,103579,140828,227352,204469,4,4,4,3.6923076923076925,6
498040021,86650,77900,80170,83090,89750,3570,800,1980,3820,9820,1,1,1,1,1
498056324,265315,233456,327896,388760,379521,29538,5273,19228,8817,6910,2,4,5,5,5
344843743,29489607,29397942,28569381,28278362,29880007,533139,462585,1008668,748530,722514,134,136,119,121,115
344844337,10616320,9426420,10696960,10737130,12140320,742990,314270,730110,186830,690580,108,108,108,111,111
344887906,5004797,5215480,4682630,5818515,7499717,87669,81029,95107,126293,187060,12,12,11,12,12
344957998,10582199,11034992,10843298,11186319,12341007,151848,860267,253084,197176,792335,116,115,116,113,113
331928192,23314321,22342009,21818763,21151973,20139079,-1002025,-737889,-3317524,-454266,-1617472,123,117,94,113,106
331954248,3725916,3863598,4383868,5920868,5891567,573333,621019,824349,2703129,2215965,28,27,28,32,32
485065387,988550,956140,986700,1007330,1041260,270740,8670,320610,963270,1205460,8,7,7,6,5
485115471,402210,719947,536808,369570,488904,5747,64831,25090,6515,31857,3,4,4,4,4
487963126,258405,166788,245938,284509,307792,33908,-45591,38541,42532,43297,2,2,2,2,3
498107705,16367080,16771040,16540920,16884820,17816830,-751640,255160,264900,33290,158380,50,100,50,76,76
422144501,467399,449936,435626,474780,474732,10021,-1647,-1680,16688,13882,6,6,6,7,6
332012871,1912960,1968820,2000180,2051600,2048469,31390,-43830,-106820,65590,-82367,13,13,13,12,13
332038041,632550,1058550,1308330,1122810,1016321,24610,8840,43260,44380,23845,8,8,7,9,8
332111574,6582015.428571428,9804674,10196941,11265545,14265127,456176.57142857136,1231666,954288,1303430,689494,39.42857142857143,98,60,62,65
332126309,15243581,12702367,13699785,13955697,16012258,683268,514047,398647,1059189,1500326,45,41,41,37,36
332139583,33683855,29115916,27597094,21748891,18436065,181810,-145082,72074,5872,112638,59,57,60,55,42
332164284,523710,508568,435643,480534,3360331,7201,64495,67427,92198,194307,3,3,3,3,36
332198407,75121,70563,74732,78362,78427,-314,-6906,-683,3213,1571,2,2,2,2,2
332235423,3739325,3215630,2284836,2706453,1979049,1226669,461669,61872,1782091,1209046,2,2,2,1,2
332276245,10042656,10662094,11733942,13062920,13369721,370072,317801,270182,373051,532201,29,32,31,31,31
487980039,191264,261002,241901,250037,268289,12923,30150,9714,31806,28485,1,1,1,1,1
487980757,176962,184089,166307,162314,155912,52831,38481,29239,32021,26990,1,1,1,1,1
498201284,349498,319498,279498,199498,307123,9012,15014,13259,11941,24466,5,6,4,3,8
497736090,2762589,2328716,2419532,2469958,3215648,172123,137055,194066,136600,219842,16,15,15,15,16
332400407,2683687,2652056,2908385,2967646,2924396,129640,-55253,165740,202683,107459,46,44,32,37,37
332440247,2220300,2210440,1984780,1832810,667990,30220,95860,88860,-98080,-267050,18,18,16,15,1
332453034,318926,315899,276428,284384,247935,1227,8749,-6023,17605,-3135,4,3,3,3,3
335321162,3636646,4227084,3568129,3177865,3511608,163927,256735,35537,105645,87388,20,19,16,16,20
335339099,5628867,8288854,6673929,8507133,11531417,23893,33912,21199,28293,108439,30,30,31,33,37
335340279,6377505,6236827,5569702,5397557,6938264,393806,348483,371505,352554,388952,32,32,32,35,34
335352191,2196352,2771837,2769783,4256434,4923779,1123038,690920,3136367,4200019,1356564,9,8,8,30,27
335980587,2575127,2517817,2460828,2396082,806826,-79026,-46061,14434,-126180,-256110,18,21,18,17,5
489326744,341496,259168,311495,218232,153829,35345,2586,14793,3413,3513,2,4,1,1,1
489332908,231266044,232713420,263170517,250372105,250347268,-4524910,2342152,18991446,-2628192,5096007,1680,1647,1558,1519,1532
487847113,2666851,2938688,3012592,2968754,3023994,-30932,63453,83456,131896,203668,36,36,34,42e3,43
497749192,903795,893606,1096890,1595472,1594467,32099,31242,20612,119202,25712,3,2,4,10,13
497782821,201820,259036,296050,355236,295285,23546,32897,29868,31900,38957,1,1,1,1,1
497786103,232086,255563,278986,242251,200301,-3638,19764,13692,20357,-13018,1,1,1,2,1
497817619,8039360,8383730,7746460,7478,7099011,693270,663790,779600,536,333464,33,32,33,35,35
391449626,354812,409678,524482,505858,544143,16645,40295,42817,49803,24285,0,2,2,2,1
335202024,2026228,2083150,2063637,1973727,2257425,590481,146957,122774,42197,31645,18,18,18,17,18
336820097,10320399,10792745,7056324,10414898,12203167,186304,315250,10442,142459,67286,42,47,49,49,49
485350078,421320,478610,523020,569560,585800,38320,16410,15870,24100,-19610,3,3,3,3,3
485354807,787773,770836,849506,698475,667060,70016,45433,31511,35824,32397,5,6,6,5,4
487565012,14770587,13881312,12727388,11951775,7396971,1085251,-715765,-956811,3305567,1346965,255,174,220,210,142
497845701,587557,574276,570312,600727,622504,28868,31299,34700,46516,38274,5,5,5,4,5
497861708,3797590,3639060,3797270,3497500,3603607,64990,29980,30,-228530,-135796,41,36,35,29,33
497864546,649814,478663,349029,294961,208308,12556,9398,-24186,4915,-22078,4,3,3,3,1
497886366,229525,289795,268565,270266,289682,-2226,12202,8122,8182,10778,4,5,6,7,5
753385582,179534,201561,176539,168804,92087,-61617,-9992,-6132,-6500,-25008,3,3,3,3,2
533175196,180772,308879,336418,426678,438655,-67726,4936,-18085,34526,41224,2,2,2,2,2
334667565,19525513,20808958,22716541,23341540,23454141,277208,421695,509730,232716,120441,29,30,32,31,30
334707122,16881e3,16460455,16894346,19452106,20581470,239e3,228016,262405,389451,412944,46,44,42,42,41
334708732,43710440,31454501,31293289,31167137,31425855,-84624,-5954801,-1676118,-2973881,216862,110,106,100,100,101
334719267,19150170,21853150,22345560,22799920,24392080,36070,172180,205180,406380,423520,48,48,52,52,57
334720976,3322910,3536189,3400167,3451039,3395637,22678,161280,162705,56434,-80064,16,15,15,15,15
334721271,1139420,1181280,1118600,1117500,1138830,67090,94920,95310,73340,66910,10,10,10,11,11
334733102,2166279,2745919,3133895,2291914,1777585,15306,81394,128460,-66308,-294312,45,58,64,49,65
334862190,66967250,69529106,73195370,80172921,85701371,2534595,3265639,3353450,4205281,5219056,162,162,174,185,186
487581902,562393,739004,828191,791129,669094,15163,4200,9902,8334,-28333,9,9,9,9,8
