Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018
612007690,3797977,3939503,4123734,4426984,4517200,4880802,159280,158467,264444,346724,470819,491258,31,29,30,29,30,28
394315444,127399,116477,121781,122850,126636,162595,9208,-3144,5520,7620,18921,25353,1,1,1,1,1,1
498034487,1775e3,1832e3,2168e3,1837e3,1805e3,1241068,82e3,107e3,172e3,145e3,81e3,81311,16,18,19,19,17,16
393264320,748691,721909,529579,402397,550503,472151,16218,-38711,-51533,-81,30945,20428,3,4,3,2,2,1
498130053,571090,488410,492800,668060,598270,654480,18340,13860,21060,46930,18320,28880,7,6,5,6,6,6
509222857,7661979,9008192,10543933,13623737,12880639,14791248,3685,-10947,125033,273829,93783,89788,15,9,15,15,16,64
509255444,532422,615376,407478,518137,671348,22851,71383,85750,104663,64423,309390,41356,3,2,2,3,1,1
398703967,33690875,36204201,51622714,54804797,55613267,52486288,-882240,-2945103,755832,1337298,-72304,-1813932,73,87,96,109,114,111
519029573,4630738,200440420,268365203,288276615,312175350,336498300,-408686,-3978534,8948925,24510320,37382755,23431267,470,972,560,596,599,619
489400556,1041242,1178074,1147912,1119483,1050700,1413822,52437,84916,33600,32111,-62490,67463,9,8,8,7,7,9
490572161,5743733,4511190,5912753,5857066,5713139,7528128,41884,179112,29024,150624,155533,281381,58,46.666666666666664,76,76,77,85
519160949,302449,328677,320021,335268,272843,319189,-10258,-39452,8410,8419,6638,9333,3,3,3,0,0,4
399176858,5718625,5384114,5878095,4879567,4753290,5876021,83696,114058,-89633,120077,123148,212667,19,22,24,23,23,26
397448788,17113850,16558100,16573320,16768580,17286870,17377339,2609900,2267190,2358460,2411240,2412010,2065347,19,19,19,20,20,20
490601119,1626265,2077999,1918932,2246817,2093197,1875864,115644,117256,63100,118494,50253,-166133,0,0,0,0,0,0
397563966,214994,244103,269651,285121,294206,345915,-7741,4978,34389,25103,13393,25483,4,4,3,5,6,6
397623067,1631315,1648700,1861413,2230103,2894847,3619180,81576,74717,139578,3661,88718,182263,12,14,14,15,17,21
397645599,178961,168001,157983,184706,179866,174180,1156,5993,-6014,2211,1163,2678,1,1,1,1,1,1
399269943,291648,295649,293494,282529,286997,405008,-1348743,1279243,-3837029,-1309231,1049845,-510210,5,5,5,6,6,4
388376634,1798345,1731676,1861854,2036254,2222935,2626966,96984,117722,144721,166320,147731,222450,15,14,14,14,18,18
510183205,291345,356896,340720,378672,386027,403871,5363,19379,1908,25750,11547,2984,10,10,12,12,13,13
387785975,563e3,61e4,611e3,592e3,678e3,678e3,31e3,24e3,27e3,2e4,39e3,4e4,2,2,2,2,2,2
388902744,371061,406141,407743,436251,428370,409778,-18954,1216,23882,38970,30836,23503,8,8,7,7,7,8
492060215,9172776,10973796,13265766,15477312,18955831,19894748,97510,59591,-19401,585965,487825,524328,44,45,46,44,48,48
517723821,592716,661564,731177,696546,601910,487432,41949,45707,40503,22045,22342,-3619,2,2,3,2,2,2
389032681,5217820,4155845,4673123,6971138,6873867,6410978,157599,7534,41384,250698,95035,146776,6,6,6,6,6,6
517852034,317190,301550,341880,356110,406080,531743,916,-2612,4358,1445,-8717,473,10,11,10,10,10,12
515870541,12233960,13282334,13391464,13537963,13707824,13235837,11861,311,2611,46420,177901,103471,39,40,40,36,37,37
510434475,153128,221369,214110,221438,329212,324349,-1715,-3773,38433,28399,57010,67301,1,2,2,2,2,3
389124272,303284,327821,309631,359480,285501,286976,-6344,1359,-13417,1470,-16374,-3473,1,1,1,1,1,1
389167263,193710,198327,201529,209366,197502,196598,13191,22633,14952,28136,22172,25390,2,2,3,3,3,3
493147458,438043,522659,517927,561146,544091,647678,35122,18257,95353,92194,80106,109809,5,5,5,5,5,9
387504731,356236,375687,393173,388484,339135,395219,57217,59649,67894,51289,25044,79403,5,5,5,5,5,5
387528946,5337189,5416006,5248842,5163489,5046197,4935378,128117,30784,248800,187176,230739,158427,35,36,30,32,32,34
510547409,645010,614110,581620,569400,530180,456320,65620,-19810,30020,36020,15850,4120,4,4,4,4,4,4
492730544,143656,144652,148756,151775,200946,151666,23211,15093,8323,3917,43916,1424,3,3,3,0,3,2
383874005,33800,46220,48280,101340,201650,44210,37460,-107340,-113140,211240,215300,-6010,2,2,2,2,2,2
518965041,3989698.6666666665,4659154,5662360,5434607,6193137,6091788,372965.3333333334,420824,493329,322076,378117,143338,10.666666666666666,7,11,12,15,16
510747017,1284213,925704,894417,816188,933210,986227,136084,-89715,52348,6123,66887,53097,10,8,7,7,7,6
340736586,3408e3,4626e3,4859e3,2889e3,3091e3,3361594,206e3,265e3,502e3,173e3,191e3,114484,32,37,29,29,27,26
384690863,3422820,2536760,4023020,2769250,2748100,173170,93950,53780,113110,231290,57940,-150270,19,18,17,17,1,1
384695383,3424420,3693320,3011538,2337032,2183297,1899765,4873,-26744,-374279,98631,125709,38369,20,21,17,15,14,15
384467460,1083388,1078500,1035634,1044824,996303,953405,8385,11828,17333,58295,19105,47356,6,7,7,7,7,5
494390651,3723865,3665416,3617002,4280251,3647010,4073078,12943,166776,80471,191933,114362,7644,26,25,32,31,27,33
494432933,506850,756970,911630,1166710,1182930,1237700,36090,32180,22510,46600,45530,62380,7,8,9,10,11,11
383726254,1615906,1641333,1698805,1736714,1617559,1990857,32778,52068,42614,63747,35457,149130,13,12,13,13,14,14
494438450,220378,204923,234699,283345,281265,277633,-648,5491,5507,19675,19039,6760,1,1,1,2,1,1
508094497,231006,278872,368331,441212,531223,599072,10719,9169,33441,294,46743,14134,4,3,4,6,9,10
383480407,84756535,74692073,70960121,68922790,64755991,60868067,-1215386,1209568,201302,17284,243006,13787,116,127,128,125,83,73
383908902,461810,355450,574940,706780,530370,676229,-920,1490,6290,22650,19910,51792,3,3,4,3,4,6
383950516,615359,705986,533866,675902,548927,626228,35608,46069,2151,25900,-9436,54354,6,6,5,4,4,3
512464777,21871364,22661783,23135582,23918219,24806632,25983654,147551,165438,221328,328995,119312,147677,33,44,37,36,35,36
511057796,2117304,2118948,2947174,2103975,2115197,2092535,91887,113713,560282,29986,169777,266486,19,18,36,16,21,16
384126587,2202514,2154036,2227758,2414216,2687057,3022815,56373,72229,73927,114554,110832,180760,16,15,15,16,17,18
384239661,479661,478704,389816,334469,363018,346067,2665,23884,19639,960,4486,5484,4,4,4,4,5,3
511219370,13279301,11419876,12363311,11542959,13788850,11407849,310296,531392,584190,400210,664538,526935,52,52,51,52,45,54
512080482,1478678,1453325,1437063,1130871,1378871,1141471,344727,332673,301693,99339,110667,56579,6,6,6,6,6,6
385250923,103222,101781,111273,114969,157257,243073,2236,-3761,-756,32,14628,27867,1,1,1,0,1,1
384936050,3673863,3934342,3947950,4112324,4293508,660507,79906,193713,171878,189741,644676,899730,46,49,50,49,47,45
513766253,380136,194277,318303,430372,458572,566484,-41489,-308,-16178,12467,27859,23777,1,5,2,2,4,4
511923054,8395531,8306542,8476939,9095028,9231375,9788488,1901,6366,5331,-533752,-575589,-601456,77,79,82,86,90,92
511956823,81226,120549,128886,146466,154636,165889,-7414,27627,18260,19906,20966,35725,2,2,2,3,3,3
388166944,3478977,1644873,1238357,5698291,1412522,1210581,786502,273668,616425,864920,714054,657676,3,3,4,3,4,3
509289054,10948360,10572130,10746280,10062,10658489,11154962,-191500,-198170,152530,150,838239,1015213,100,100,92,93,93,93
512113481,3755360,3371450,3756760,4426710,5166650,6004623,-3054280,-3980960,-13912950,-18581540,751950,-3505831,13,13,13,13,13,13
513918334,353322,311538,323587,297329,279563,308477,13298,-13975,36562,31633,7277,6669,4,2,2,2,2,4
512191180,455973,459692,424693,443179,404070,412423,31902,37387,18808,14952,6381,-11767,4,4,4,4,4,3
381623396,605870,606120,594350,611,662030,664785,9780,14690,14550,7,16013,2208,3,4,4,5,5,5
389957531,2956848,3038350,3444653,4199485,4700434,5043251,43538,81787,134677,195082,124984,113498,36,39,43,57,60,68
389971797,22940741,23374167,23532479,24070715,25682767,26973745,319012,395160,258476,298163,322555,384904,69,71,68,69,76,70
389676784,7051880,7133222,6573228,5655386,5543309,6151681,541982,384311,68796,-707929,-434968,-387157,6,5,8,9,9,9
389833484,1852860,1903640,1937770,1868240,2055260,2164166,326290,357310,342320,230340,343600,367992,27,24,23,23,23,26
388797045,2906583,3183656,3535872,3177789,4308173,4098715,8692,46576,168672,59846,172119,303808,16,17,17,14,16,18
388832065,370620,491950,456110,410,416919,364628,830,37640,2160,-2,9936,-29116,1,1,2,2,2,2
378221998,300371,396368,401778,381449,330563,202381,135460,40450,39352,21847,-9506,11175,5,6,6,6,6,6
511614240,48162,51639,51025,48634,51137,53642,2292,3931,2062,2906,2141,4972,1,1,1,0,0,1
511625543,201818,190791,164564,201217,201096,236643,29458,99,-10567,7621,14487,23341,5,3,2,2,3,2
410477574,2969965,3088416,2505582,2525575,2679464,2949299,96123,59927,3957,57383,12759,146014,5,5,5,5,7,7
509162798,230689,225966,217103,196973,121007,130492,-17372,10229,25841,38428,8634,6946,8,7,5,0,5,5
500391875,52369,50600,50151,55276,62821,53711,1381,-470,1312,-2478,10013,-2482,2,2,2,1,2,2
512130964,129007,82727,128425,163507,144425,161639,17902,1002,4220,-1009,16523,22512,2,2,1,1,1,1
483375598,864404,845227,879538,1273071,1150359,1471057,27428,62134,70471,79420,-9811,-40562,7,7,6,9,9,6
483384889,414570,440420,468660,492100,507570,403630,69130,54080,41340,34100,46040,54470,3,4,4,4,3,3
444265920,169368,245562,217928,139257,2634,173934,-7892,33324,9373,-34083,-39827,-5951,2,1,1,1,1,1
407571546,376312,543326,424057,443725,342069,346360,6789,12474,8885,9399,9422,11841,2,2,2,2,2,4
408645356,1817832,1976987,2131654,2552886,2435402,2244085,39096,80905,38927,162285,8112,78613,5,5,5,5,6,6
513627521,123346,196084,213728,234221,291945,264038,2428,22733,6066,-10574,13599,185015,1,3,4,0,5,7
513634808,197674206,200046514,203628894,252584538,259542097,291603106,-2050609,4722403,106620,5589365,2050802,2964518,1140,1071,1026,998,1031,1073
483768255,221295,214775,268083,218497,321167,319458,10243,8059,32721,13130,40662,45734,2,2,3,3,3,3
408768679,7788483,7373499,6988700,6909590,7354337,8985129,115178,14009,-31747,-25712,-31800,100611,12,12,12,14,0,32
410884423,4202368,6977949,7224798,8721895,8881208,9508186,-8416030,-4461691,-782992,2236155,-995672,1016216,45,66,71,77,75,77
411581549,4208340,3700680,3433600,3523280,4214550,4328080,25220,63260,5380,-41720,42090,74120,39,36,36,37,38,38
411582216,478230,583330,505120,658730,735450,670050,2970,15170,14070,13800,3240,9570,3,3,5,3,8,5
485342067,265753,322177,277865,246590,260671,271868,17464,52915,-4968,1513,6248,25824,7,7,7,7,6,4
484621032,1659021,1685947,1634321,1578417,1490226,1461057,222421,250022,246859,230919,111060,57440,6,5,5,6,6,6
413748336,17456538,18985728,21795514,24005442,26465439,31769379,328201,279337,350945,468109,762724,838863,157,141,183,202,213,235
510612914,7290280,7348830,7727560,7970,6547691,6681637,323990,278150,175100,104,299490,102363,12,15,14,15,14,14
413065665,9189180,9533420,10229560,10500200,9770450,9129340,363530,706620,253530,252730,4274130,1267780,48,46,45,47,46,43
413119496,1608176,1285540,1302912,1476353,1480187,1492851,13060,-23013,-4260,41405,35072,12374,5,5,5,5,5,4
413165200,3584725,3813302,2798812,3058653,3089968,2773946,23806,72593,77385,80701,114111,124439,74,67,60,57,55,37
511055121,3114027,3230070,2988095,3423183,3795532,3929248,90061,144766,11640,52364,15843,-140019,8,9,9,10,15,24
511114902,7007465,8220211,4891245,7839901,5811454,5380405,58321,172259,34246,67028,56955,64144,1,2,3,3,3,4
412883209,3015497,3551373,4003093,5083559,4827541,4324909,2184,50018,81850,128131,156189,38195,9,9,9,8,7,8
412468662,256340,254200,287170,361120,358380,368535,9790,-4600,9980,12280,2210,1101,1,1,1,1,1,1
412528150,1473126,1456964,1650591,1746846,1931532,2134245,240175,232857,235192,298571,594386,310587,9,9,9,9,9,9
412539751,1760335,1577412,1394570,1605376,1211891,1463471,92812,84676,44326,70751,34084,41265,3,2,2,3,3,3
412542672,175982,167889,174779,171864,161685,164965,12598,3413,3089,2059,-7202,8024,1,1,1,1,1,1
409055480,348487,239702,224354,222890,203341,191861,2256,-12231,-41207,-16624,-201,-1327,7,4,3,3,3,4
485026900,10277,8608,11349,9094,10504,9324,1802,-605,294,627,-1451,341,0,0,0,0,0,0
379670631,1982690,2119650,2156390,2050080,2078e3,2284710,13330,97810,105210,24180,71460,68100,17,17,18,20,15,15
513259747,1131883,1340675,1537396,1980020,2512541,2926927,25492,63728,75301,47095,153524,35842,8,8,10,12,14,18
513324384,492177,457781,552408,568275,566037,595116,22652,4863,-9968,-37165,-34842,60425,2,2,2,2,2,2
403801954,5741122,5743931,5761394,5815441,6284648,6284494,93090,174452,151906,213432,102676,147828,11,11,11,10,10,1
403894710,505258,492247,470450,487963,454794,453662,24050,23443,22407,23242,21639,20973,2,2,2,2,2,2
484982475,416029,532083,569456,568404,524986,649604,4646,-27,13604,6502,-19676,14316,3,4,4,3,3,3
409590874,1513296,3808897,3445139,3117009,3486260,2871188,-91504,474392,-10823,304057,166509,185602,6,11,13,12,14,11
404980195,362460,365161,360887,356544,346391,331427,25244,12703,15028,23436,5591,8950,7,7,7,7,7,8
405150079,526345,514005,604688,607015,571169,602318,3096,21001,36632,44073,3681,13573,5,5,5,5,5,5
404703266,12749964,13712505,13973197,13263983,13542236,12022379,173366,31115,150459,280343,62260,-113915,19,19,20,20,19,14
487851909,208562,230421,183274,245729,243709,245567,8165,-32177,-469,12620,23027,908,2,2,2,0,2,2
403633696,1410167,1458030,1419720,1422275,1602207,1568899,5472,41522,41229,37356,35130,23687,13,13,13,10,10,9
484872379,254923,297516,313322,349539,321383,343608,14946,5974,18146,16146,410,25551,2,2,3,3,3,3
513031914,208800,208800,216e3,242100,255600,264e3,24866,8265,-6240,15720,-14089,-9550,1,1,1,0,0,1
403652555,10430,6309,3505,4329,4069,3819,17134723,18112344,15879880,24402168,40101412,26188997,8,8,8,9,9,9
404285470,155625,172089,211221,171066,150791,178430,-12585,11803,1120,6359,-28798,1124,2,2,1,1,1,2
484616719,508335,510093,418095,405423,366607,439065,31838,48663,29051,33545,27840,29823,2,2,2,2,1,1
520830969,254189,309645,358192,419468,156731,409762,10397,87137,49738,64812,-169559,105490,2,2,4,4,4,4
512668567,169878,149752,134343,140658,135450,121922,-3049,1788,372,323,140,-15863,1,1,1,1,1,1
408301661,202208,204051,213590,226402,215679,221404,16246,1e4,12693,6057,17386,22088,2,2,2,2,2,3
407993716,819936,770843,1005721,1247092,1217763,1187168,10990,10195,53006,97823,23844,24277,11,13,14,20,21,18
489621987,701920,689590,765460,755940,1654300,2035805,207740,188790,128810,139920,118300,280169,9,6,6,6,6,8
521868901,353408,349795,389709,376490,369206,352241,15343,30211,28072,39981,52551,38487,4,4,4,5,5,5
404072787,4109994,4786712,5145617,5000282,6374906,7533015,146324,218017,289778,213479,409175,437414,26,27,29,29,33,35
410996169,742506.6666666666,760900,854e3,798910,928060,958551,15600,62520,49010,33260,69020,69186,5.333333333333333,6,6,6,7,7
521893966,177111,174548,179252,156589,149443,139871,6216,1273,9273,3454,1548,12232,4,2,3,4,4,2
521907402,822339,1035403,1426081,1595896,2110278,2930790,80130,77222,134277,50172,95545,187463,10,14,17,21,26,33
514266675,38071510,70152262,67632050,71639946,69233074,69014227,-2200085,-7490805,-35755231,-7256618,-8780349,-6283562,240,536,460,443,470,447
514309020,104804,106996,100630,105259,118754,124894,287,4093,1587,415,3792,5444,2,1,1,1,1,1
403134737,174559,135381,200927,160224,209238,187680,507,1700,16753,5459,13759,28282,1,2,2,2,2,3
522655661,2969424,3051160,3066343,2991205,2222419,2311247,37761,24528,100480,92250,12628,81620,10,10,10,10,9,9
401891155,10014833,9549921,9485989,9039548,9909052,9872500,197761,262014,329339,163356,155993,167706,37,37,36,36,36,36
514030527,987550,1342780,1500090,1475800,1666220,1760713,-35e3,-15200,79510,30470,15490,75139,7,6,6,6,7,6
514105527,279670,287047,238715,205686,315979,471614,3004,5886,12207,2112,4957,-30536,1,1,1,0,2,2
488677733,10289386,11129812,15055652,16890088,29750295,24321717,-5001556,-5296711,-2673210,-2577830,-45014,-1771e3,111,127,118,117,117,0
513831289,503e3,635e3,532e3,553e3,672e3,673427,21e3,47e3,34e3,3e4,28e3,38436,5,6,6,4,5,5
410380190,2321382,2855573,3331453,2794870,3184800,6380235,354878,533964,799314,539855,668280,957121,7,7,7,7,7,15
521558064,130956,293372,427894,547316,609144,754216,-862,380,17225,-27264,-91502,-14081,3,5,5,12,17,17
411891716,518828,491566,417429,396193,407756,417107,87351,94373,65272,47502,49880,66149,3,3,3,1,2,2
489376723,477288,458276,498966,479567,521624,561006,150836,771018,485110,405488,332585,205676,1,1,1,1,1,1
488222662,789165,780865,990230,820651,880281,830829,96842,125037,150363,104226,141700,131367,7,7,7,9,9,9
411962475,31060821,30164898,31927904,31214709,30734855,29957311,191772,290567,339339,296814,502292,3728,104,100,102,112,105,106
412117418,1963912,1967431,1895477,1969113,1389128,1835891,46172,31395,60007,100330,-18139,50350,8,8,7,7,7,5
521724336,114164007,134446989,152318647,167599147,188855788,212562433,48345158,55731136,59806649,68185950,73362952,73458657,77,95,119,151,193,265
490490414,417394,451086,468249,527544,617860,765147,34659,-104,-3291,47236,34332,79745,1,2,2,2,2,3
411329196,1330590,1628220,1554760,1597390,2162190,2738135,153400,334480,33e4,338180,528780,662641,17,17,16,19,19,19
411373731,5287184,4905415,5003688,5015262,5250433,5964536,690453,581953,676123,682668,647554,460227,41,43,42,42,42,42
411381825,19411300,22275890,23841970,23444950,24460040,25162090,10750,7980,206380,110280,58380,409270,90,102,117,133,131,139
490498656,4399813,4552936,4627365,4665735,4599431,4589671,70233,26448,6376,5197,5607,6285,14,14,14,15,13,13
411446412,548e3,548e3,509e3,494e3,459e3,478e3,5e3,1e4,2e3,13e3,-3e3,-15e3,5,5,6,6,5,5
411466105,2535995,2012477,2917651,3170667,4017508,4753798,96240,72378,206395,292533,325616,487854,14,12,13,14,16,19
411759467,686e3,551e3,53e4,563e3,561e3,511225,18e3,1e3,11e3,22e3,17e3,724,5,5,4,3,3,3
392322103,443895,428019,452367.20000000007,428138,376927,464270,54690,21785,9059.199999999999,27154,23662,26443,4,4,3.2,4,3,3
449387174,492939,602531,548640,608243,743249,588497,1806,77410,28021,41045,112267,4342,5,7,8,7,7,7
490727658,2181902,2537551,2627414,3027357,3342619,4154977,47926,68838,80618,125848,106057,155899,2,2,2,2,2,2
391607330,25306030,23484130,24796180,25515150,26355480,31505650,131930,64110,144120,138340,158590,283390,58,63,45,56,61,57
449811769,20034570,14476660,21827423,25718623,34503987,44275622,-719284,-1645840,-2895499,-3213968,1029171,2167145,106,96,115,120,142,168
