Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018
377671367,322977,302177,344211,333644,297395,248644,-15610,-9083,18176,19739,17138,1950,4,4,4,4,4,4
793999517,0,193953,177937,174432,183106,269028,-139428,97543,143189,65738,55679,152020,24,2,2,2,2,2
377564240,554923,640963,628258,615435,610592,635695,-941545,-1214808,-870291,-234479,-84725,-78352,4,2,2,2,2,2
379873375,2392038,2651811,2385493,2338243,1207852,379703,26693,97571,65387,138656,62100,15937,6,6,4,4,4,3
379926025,17258468,16549989,15787457,16009453,14528293,18573306,808106,448254,463246,190512,-803164,607158,122,125,121,120,119,129
789691300,229834,232055,203560,211361,226400,222718,11550,-113316,-38187,-7629,-19723,-22057,4,5,5,5,2,1
379981442,267620,310360,309860,307170,332160,306110,-44690,1820,15550,4540,14440,17480,5,5,8,4,4,3
380143354,4420138,2535333,2155089,1984190,1798973,1672976,-261682,-100478,120006,125877,70724,108154,31,23,20,17,16,15
521404806,308072,425980,469354,672200,497519,399730,-22406,21108,24480,23950,21835,22436,3,3,3,4,4,4
795680131,21028040,21021570,21160740,23130420,22977820,23692472,650070,369190,576700,794450,745380,983980,153,155,155,161,163,165
796480481,1639990,1495370,1842320,2047360,1629430,1955750,191150,75100,140920,70480,106630,295920,8,8,8,8,7,7
380775122,13262347,15751963,14714832,15941276,18649453,22588043,91130,256914,160272,226092,322551,473941,44,48,48,48,55,63
380786616,0,12135,19809,20206,19818,19520,-108600,-62042,-218311,-168586,91418,-145667,1,2,2,0,0,2
499393452,525410,905197,1230689,1815396,2373447,2783598,35002,33912,38585,27596,137680,114346,8,12,15,21,26,32
380719948,549266,535645,546240,555982,566831,654964,62582,32518,38033,-16637,10860,-5810,5,5,5,5,0,6
381998558,643983,611895,459881,471986,579362,487551,-4136,-35015,-86718,26371,50712,-13139,4,4,4,2,1,1
382035822,9608348,10780284,10953690,10379126,11095855,10018244,1771750,1871778,1833619,1715e3,2918599,2189687,22,23,25,24,22,20
382265395,1659073,1688680,1724995,1764142,1889766,2064701,177869,153477,175837,162715,203430,196959,15,15,16,17,16,18
533373577,782718,1352175,1387269,1340572,1175490,1146521,28858,71977,67411,58908,19783,23407,6,8,6,5,4,5
382525541,1801954,2253401,2401611,2848650,3064349,3358255,26632,5825,58928,201823,250287,276266,7,6,7,7,8,8
382598696,675565,698706,678606,630596,628707,624496,-16442,-16819,-1258,-18470,-13372,-3527,8,5,8,7,5,4
381890409,4704950,3972020,3969360,3855490,4309440,4442569,98910,-36340,36520,110520,133450,112924,29,25,25,22,22,22
383294444,9454094,10575372,12057351,11397777,12971909,13325769,414613,263623,1172763,606613,692853,282511,82,83,16,105,93,102
381209113,5077750,5468060,4959750,5213470,4699530,5269040,219460,125540,152610,92930,177670,221480,29,30,30,30,27,22
522659432,4000330,2375990,1863950,2229560,2572330,2890832,24710,-133060,106580,43350,74090,67046,16,17,15,13,14,14
383890266,38824299,38560241,38525996,37858905,37398808,38353333,1445541,1153472,807182,735195,936335,-5806769,312,302,586,293,288,311
383930211,3413546,2956940,2956940,3144924,2895907,2609962,186569,65330,65330,92849,-23793,-49607,73,69,69,57,45,42
513923185,423979,395982,375052,260234,252439,233712,74470,53984,81596,-31807,7292,13847,1,1,1,1,1,1
513417220,848893,748634,894052,886060,864077,1012517,-43215,188937,18598,-121795,-145546,-31136,2,2,3,3,3,2
513494989,163483,166811,188396,162461,86952,186994,4258,-21003,-10525,12346,-3354,36370,3,3,3,0,1,2
513061770,463245,972430,1094652,1196148,1114409,1340472,93483,195202,138727,77231,85811,27584,5,15,19,25,23,22
517666277,35e4,338600,395e3,405e3,338900,376700,72710,13400,9520,134700,13830,9944,3,3,3,3,3,3
517759965,163263,401447,805887,884243,372932,988836,10402,33622,33611,38331,16968,37006,2,3,3,3,5,3
517861514,4111992,11118126,19626581,20351436,10863176,5165182,371178,704421,700095,769268,-1705509,-677112,15,18,20,18,21,18
750887994,1271145,998620,1093875,1158650,84e4,852401,8913,6458,6619,140621,40165,16280,9,9,9,10,3,3
750956641,106410,162928,163663,152648,156294,180756,-18099,-12163,4934,7560,-27811,966,2,4,3,2,3,3
751073552,295747.0588235294,328912,336102,321100,312814,307686,-9264,7320,15559,8039,-5749,-16,4.235294117647059,5,5,5,5,6
520306481,1351190,1333630,1262310,1098100,1061380,980205,56070,53760,15960,12440,21460,-79579,9,10,10,10,10,10
752162834,225639,351475,268454,390941,538898,614412,49066,3980,1669,-54244,31253,26900,1,2,1,2,2,3
519877146,74930,50087,52357,75849,81145,92271,128508,51858,46537,-440153,-43423,-61106,1,1,1,0,0,0
519924708,104144298,80496211,82997093,76478241,81660072,85851377,1730321,531614,723494,1651135,110168,781244,110,125,117,119,127,109
752248609,547832.8421052631,1020962,1317616,976485,1159421,1462427,-104635.57894736843,-135324,62358,-52039,-8948,92802,3.789473684210526,12,6,4,6,5
522168590,279729,237913,223752,226122,224163,227755,32327,17559,8736,15691,8968,2689,4,4,7,5,5,4
752414706,166134,205925,315416,254862,280711,173775,21635,25931,27217,10282,16119,-43083,2,2,4,4,4,4
794432047,307220,1680884,1931482,1968415,1821023,1744008,8790,152875,428745,314389,258300,179269,6,15,17,16,16,14
431315159,22265028,16952787,22145066,16997519,17852164,20114255,70860,-4277833,-3033312,-3096405,-3687757,-15851964,154,4,130,132,151,137
491623732,346120,439670,522240,726730,714350,974830,-47060,1830,12840,54450,22960,65470,3,4,5,7,7,8
443174875,4730796,4997785,5528119,8946741,12490911,11189503,12406,56385,70168,31017,200059,57628,23,23,24,43,54,59
344414487,976387,1000195,1223288,1372324,1667467,1733805,31298,41010,107132,224998,242575,251993,4,3,6,8,9,10
751845207,765663,1063392,1077178,1117187,1031247,1220381,47624.25,51074,-91149,23902,18288,24786,1.5,4,4,5,5,6
775669336,4859e3,3386e3,2686e3,2282e3,3408e3,3926e3,7218e3,2942e3,-516e4,-4528e3,-4195e3,-8203e3,4,5,5,5,127,5
775717960,2672100,2570470,2598230,2600610,2646200,2600752,158040,130640,235780,232200,211370,212034,27,26,25,27,27,27
775729007,142275405,97924888,251313238,181582672,137265249,230889809,6221507,-1528246,10234943,-18865311,-16913007,-2621808,168,172,283,284,284,280
319641551,12827089,13139053,13341833,13936118,14168401,15158061,267238,105428,-56044,38376,166525,17610,66,68,68,65,63,65
779535160,5594674,8444062,5795856,8953530,6074916,8213850,5831,73165,-231350,-302212,-66254,538119,21,22,22,24,23,21
759200934,1988727,1960220,2004949,2078611,1810368,1751450,-1039130,505093,-122519,-237500,470740,-43635,17,18,20,19,19,1
766500011,123416886,129074619,127779466,138475353,135244065,157037826,4017690,128175,-4402161,4318759,5865683,-424242,2010,942,694,773,662,672
453994287,711440,701920,724670,733620,793140,775422,49310,45740,57580,58470,57270,35705,12,12,12,9,9,9
384046710,1407134,1573664,1702078,1131844,1378352,1753063,855058,1564331,104392,632728,103110,117063,9,7,5,8,10,10
752493288,8262.857142857143,5360020,6695230,6817120,6932540,6645199,-191537.14285714284,3310,59140,57070,152510,113417,37.714285714285715,19,32,32,28,26
479209421,388425,499491,550957,543481,467355,471251,6393,34230,5399,-7587,283,19198,5,6,7,7,7,5
479747727,2890133,2899788,2888855,2901283,2964739,2948577,213388,263672,241588,239636,222153,164133,10,10,7,8,8,8
479808115,1343769,1294809,1428017,1591054,1831591,1905012,112530,77959,112899,153037,186299,198631,24,17,18,20,25,24
479524696,829028,846900,942836,943500,1054927,1085179,2056738,237840,375402,367255,363163,678448,10,10,10,11,11,11
791036254,911286.6666666667,795871,854363,892961,920290,1021506,17949.333333333336,12277,13352,18277,33954,52873,5.333333333333333,3,2,2,2,3
480891407,160994410,322433010,227592450,226990540,196860390,207638764,-21994150,-12913170,-21167380,-12846170,-11786520,-4275614,138,117,149,161,154,165
480109453,9153893,9598206,11172762,11820879,11707468,13442764,518177,523040,401719,725661,805695,859647,55,60,63,67,70,74
480199991,99903,124060,146052,170563,189630,206400,-27106,-6846,-197,3107,12454,20741,3,3,3,3,3,3
471201731,2106022,2244332,2438514,2428499,2209554,2618961,3160,22789,58098,13121,33883,56540,16,17,17,16,16,16
472502053,2512512,2632775,2609587,2467695,2482548,2583601,331365,262935,285046,292053,254893,197514,0,7,7,7,7,7
453508657,792254,874045,883443,1000769,1020964,1111126,29577,30813,21668,38318,32536,99326,4,3,4,4,4,4
453517385,678750,821650,851900,924220,936680,1051600,58440,40530,52350,42650,64650,20880,4,6,7,8,8,9
451499677,1321304,1671926,2861367,2295613,1762289,2457355,-46681,75326,103825,48606,-81677,94509,3,3,4,0,0,4
451051791,857677,724033,792048,1131675,1268019,1203685,34692,-7363,-66657,9097,66867,66692,8,7,9,9,10,10
453820532,11099640,9363510,8988500,13876290,14609150,8407748,443800,67860,337730,270850,150560,91373,21,20,20,22,21,19
453428914,408933,397536,364536,301536,288526,349770,-1546351,-21439,5279,35814,34981,16173,6,4,3,3,2,2
326765815,230770,218270,211250,218880,219340,205510,900,-17470,-17010,-14060,27590,11310,4,3,3,3,3,6
477873327,792269,701135,909510,816365,990008,1011206,17092,14310,24507,44062,36847,37049,4,4,6,6,7,7
478233802,355085,331517,299850,283841,196445,255087,30663,25281,28263,11863,3306,7809,3,3,3,3,2,2
478388754,10013294,10338209,9824185,10068798,9857010,9385877,153211,147898,89526,128958,111877,150038,7,7,7,8,7,7
457502920,873419,573752,476744,489683,491816,388353,-36926,-117973,-79996,58153,75944,82080,9,9,5,5,5,6
469201347,17227630.666666668,18213669,20439452,17593452,19270473,20778746,305257.3333333333,309727,409403,411341,410197,488247,24,18,17,18,21,20
479923971,6967294,6484597,6630172,6458881,6696230,7019247,279799,241317,238270,294033,322830,483117,8,10,11,9,10,9
479933053,695807,685519,658888,687521,605967,621741,48331,24980,11787,6148,-19490,-36804,6,6,6,6,6,9
480414085,321435,433671,658595,835690,616263,695506,4534,9222,24002,5564,4143,2538,3,3,4,4,3,4
480430115,172216.8,165502.66666666666,139401,138985,139711,135843,49623.2,4029.333333333333,-329,1238,11785,714,1.6,2.6666666666666665,2,2,2,2
480463462,117165,118213,129155,145807,155883,181088,10905,9420,6409,13115,7830,23501,2,2,2,3,2,2
480478031,1340572,1642994,1456134,1625439,1635859,1543323,16209,35321,65016,49214,120507,166038,11,9,8,11,11,11
481277424,1165730,1172300,1193740,1321230,1254e3,1359038,27560,65210,2460,11210,92280,47702,17,14,16,15,15,14
481301802,1213797,1598276,1926821,2034690,1933817,1695178,-50942,38001,63258,-2090,-25769,26252,4,4,4,6,6,5
480555499,8753010,8071058,8595884,8239800,8189989,9330539,672502,560909,398425,226643,483773,974226,38,37,41,41,44,46
481752798,122228,126863,120147,118117,118486,118342,550,1223,-6777,-922,-170,-634,1,1,1,1,1,1
480981943,244026,319633,364877,406911,406784,315168,6490,25809,37896,48932,30574,10672,2,3,3,4,4,5
480999853,304490,335580,333980,352580,368040,452699,25280,20800,-7470,1180,7590,64245,3,3,3,3,3,1
481093391,2059947,2078530,2142627,2139181,2404834,2066193,35695,20370,32981,8102,29626,33846,18,18,17,16,11,12
482100633,621357,533457,513643,522616,555408,637283,12595,10520,11253,4953,4659,13919,8,8,8,7,7,7
482247202,8489029,10542772,10668005,11212131,12034793,13593996,13134,321841,284477,349240,437575,643021,15,22,22,25,26,26
483223590,2082e3,1975820,1761580,1456740,1440750,752120,-99e3,-72020,20990,-107820,-133530,-150530,8,8,7,7,6,5
482852027,2931242,2721923,2175637,2848657,4209284,3955732,346440,347059,105842,211738,670660,544566,26,24,20,18,19,29
483864104,766131,704601,689433,804890,792036,744970,27499,23631,1375,1405,10700,1784,4,7,6,7,7,7
389660549,32196714,26143936,19877832,16552052,13888208,11800006,91466,-117491,-174745,-289327,-65189,-259870,109,95,71,58,50,44
483077061,555860,592095,543547,596791,620453,653675,227977,723266,370650,646625,128443,787700,2,2,3,3,2,2
483593463,592643,632097,673512,698610,704985,692628,39985,16839,1665,17142,46360,25329,1,2,2,2,2,2
316418276,9684631,9686654,9607101,8949834.666666666,9019918,9898380,870472,686485,940933,772142.6666666666,774291,916016,48,49,0,65.33333333333334,0,51
487690737,641960,632690,646100,612900,643030,675620,35650,28840,37080,39400,23630,39710,3,4,3,2,3,3
514889823,104325,110789,145078,131806,137512,128036,-14486,-33735,16831,65,5936,3156,3,3,3,3,3,3
311087712,23879254,24134532,24006079,23000374,22643601,25790632,575797,406191,369279,258847,534172,653355,91,91,90,90,84,93
790422125,324560,384050,307100,318720,317170,346531,73010,74740,67650,54110,59080,69090,1,1,1,1,1,2
443444724,3819130,3358230,3664260,4245700,4745130,5606170,164930,111680,126810,432600,271570,364120,28,36,43,48,54,72
442688206,18373417,17466371,22057366,19405533,14506798,12165084,687957,1167779,3014207,2827440,2605596,1092258,58,59,59,63,65,64
443163092,10932980,10910010,11027130,10558710,10886490,11823110,168850,161810,240150,192960,289440,193490,10,10,13,15,15,15
443927124,6827671,5983878,4940478,6063309,6551591,4212429,12812,79104,82102,200991,253451,9613,43,42,35,35,35,26
443319876,538090,539412,490176,433401,476072,493677,-14013,6182,50494,33373,35675,23989,1,2,1,1,1,1
442984225,1324997,1446771,1556327,1639754,1633033,1613613,175332,209777,190808,200772,211957,210189,20,20,20,19,0,22
443079090,101941339.19999999,95953733,90669713,85517039,85465188,86114147,11854.4,7458,12891,121205,17871,47565,144,179,172,171,157,165
444192082,1486086,1621933,1762143,1707838,1887350,2248385,64383,79087,97086,66056,65870,180211,6,6,7,7,7,7
758802169,9021883,8759855,7942899,11371862,10711165,13671482,133690,135168,81432,90388,69299,30652,51,56,73,97,115,157
444068720,4864980,5505690,5203040,5717820,5005170,5313730,-62910,265740,98420,154200,160050,11410,40,40,37,40,34,34
529322935,591207,205492,364007,448113,438411,325656,10290,-104128,54863,8733,-21147,6022,4,3,3,4,3,6
444296719,4982758,7631971,8436669,8892684,7694762,6868003,823343,1002337,1482984,1825851,1706815,879400,127,126,126,144,145,249
442958674,589e3,7e5,696e3,1141e3,1341e3,1347e3,63e3,4e4,15e3,81e3,77e3,11e3,2,3,3,3,6,6
442962684,192870,158225,146626,140770,134525,127106,7875,3657,-10337,577,9463,18333,7,4,4,0,0,3
390164358,6144166,6378639,5049369,6428849,7321513,6971189,20732,36958,21982,46274,32610,64912,22,24,24,24,24,27
483004529,1406520,1481960,1609560,1626e3,1594940,1199808,35670,32200,61090,58110,127260,88135,11,12,12,11,11,11
529072613,734164,536814,589029,652e3,747653,845264,53403,1720,20758,39374,67955,68644,1,2,2,2,2,2
381428218,600827,837461,938411,1704918,1263606,1157112,-22993,79094,66471,125139,57911,5382,6,6,9,9,8,8
450694815,3167201,3124964,3320201,3637432,3588410,4231390,-102022,-160658,105776,159440,113399,262369,19,17,15,16,17,19
448378299,3219440,2707930,2497260,2568e3,2813810,2687741,100100,81820,75710,66160,85670,79848,7,8,6,6,7,6
450866488,1275285,1430257,1431654,1536939,1506797,1397829,83576,91182,103005,106576,60847,74822,8,9,9,10,10,8
449824408,1281100,1786050,1476980,1475850,1556880,1184500,-84250,-47370,-89730,-50830,-60500,-1165650,28,28,28,26,26,28
452119308,311304,306982,286437,278604,257091,257839,23164,11735,6671,11904,14826,13548,2,2,2,4,2,2
452222284,245415,328625,516430,424443,535960,770151,-25174,1788,40437,-30699,18309,57411,1,1,1,1,1,1
379772858,1043365,848394,846477,928041,960280,957378,138059,62594,61846,32446,38420,38846,3,3,3,3,3,3
451694624,6337419,6601482,6938570,6951297,8488945,8576976,91373,168653,244424,122810,373682,250446,22,23,19,19,19,23
451717391,1334970,1074820,1145270,1229,918982,940566,12420,10640,30240,10,8112,1813,1,1,1,1,0,1
452318736,142093,160923,154818,146932,153080,154201,10879,11463,11424,106,4590,-5236,3,3,3,2,2,5
452466352,445907,286212,232956,201132,243367,235176,37933,29792,5297,-3174,34273,33567,1,1,1,1,1,1
524688470,2906e3,2958e3,3128130,3198500,3074280,2866030,124e3,132e3,174990,141830,177450,1320,9,10,11,11,11,14
398313890,1145732,1219416,1047266,915752,984327,806276,44584,56257,2012,2428,-112538,18183,3,4,5,4,3,4
524317286,112500,164788,164126,163332,165721,146120,14793,59724,68446,18312,8389,-9693,1,1,1,4,2,2
452820541,312380,310813,273214,126692,264477,259836,5815,3708,2331,1221,-6140,-8122,4,4,3,3,3,3
424452621,23496765,20435853,17520447,13564158,15155663,16630350,136966,127118,293793,122148,229324,143855,10,11,10,10,9,9
453411456,287916,236956,153278,69441,45605,142364,15555,313,-40644,725,-819,6181,1,1,1,0,0,1
453147944,695725,818139,632872,672193,710376,781437,6491,27249,7611,-1670,-9699,-57476,5,6,6,6,8,7
429154040,1394840,1094950,1129280,666100,664680,654621,44820,-12140,-740,-79340,-330,-119744,6,6,5,4,2,2
428795025,1367381,1404338,1637346,1693931,1532088,1267271,249805,187045,180799,186956,131132,83844,8,10,9,10,9,10
436780076,772721,681720,705948,760335,705361,714599,123031,80903,102010,83261,74572,86572,5,6,0,6,4,5
452939952,140292,131915,149832,164828,149836,141497,20583,7430,-6004,13216,13909,11594,1,1,1,1,1,1
523692564,308600,485312,447812,479437,693891,683995,63795,69073,78642,76707,132671,109005,2,3,3,4,4,4
444398861,2873e3,3426e3,3725670,3553390,3279170,4603290,3e3,54e3,38220,102890,-76230,35850,350700,32,39,36,36,36
444462493,1025360,859730,1232100,1080160,1596850,1173512,50380,42460,18900,51150,61350,51140,5,6,5,4,4,6
419767496,17923250,17784820,17477940,18178620,19153e3,20036400,222920,212350,188780,99060,90800,212950,44,45,48,49,49,45
449094291,16984700,14333480,17358940,14033230,16706610,18451357,9150,169990,120220,226040,364030,385911,8,10,11,12,11,11
449102664,253530,283634,289734,297646,334526,355310,47924,54531,58199,62002,60078,63415,2,3,3,3,3,4
449113851,1777233,1517108,1625934,2087348,2077243,2461263,30787,-7,27717,42477,-45791,-28453,11,12,11,0,0,17
420332322,1330520,1329536,1413840,1307908,1395189,1718226,87378,72258,256031,25027,57148,37380,9,12,12,12,12,12
431896455,23016075,21575918,20770723,17805257,18046299,17895822.666666664,349997,253804,449701,-329326,-637713,1360304,64,58,59,58,52,56
418436002,32101626,32176658,30537783,28758545,28491465,26617410,-265855,-519445,-1101729,-1446481,205272,-1190680,117,118,103,104,105,93
572182103,17901346,18672193,20497438,18060806,16167359,17423963,1442768,1666263,2234626,1177281,662061,724780,127,132,264,132,121,116
331231241,13937230,14406590,15794040,16282060,17436290,18854769,267730,239500,343930,421240,341460,418816,38,40,48,48,48,48
420176406,1304136,1247759,1414585,1328294,1662447,2029658,1345,40642,72502,69663,152135,277261,14,14,16,16,16,17
445386212,12590994,11403267,9217315.384615384,10216012,9190097,7009085,446807,274760,87476.30769230769,30637,38758,131517,50,48,44.30769230769231,48,46,44
446850075,15037001,16887410,18262727,19241378,20053420,21391760,541495,431999,509049,329634,19922,81088,30,42,44,50,50,61
423299551,13080289,12808533,12406163,13533846,15359902,14417084,462239,226836,-52649,234880,306302,271946,32,33,32,31,32,32
449434323,12022940,12519630,12697890,12766137,12887174,12810837,1066356,1608506,1575054,1337192,1365007,1288190,89,99,212,112,111,110
420038754,885167,1039819,1072963,1145140,1165746,1178284,-23730,52259,66211,100148,106062,115639,9,10,10,10,11,11
420105736,741766,840425,837355,1100964,967330,1025671,30058,33032,24559,118714,109496,189574,6,5,6,6,8,9
423377951,932e3,979710,1067690,1524520,1284360,1512695,28e3,21770,-28960,57150,20340,101599,6,6,6,6,7,8
519564397,132405,258473,268390,573190,288918,271796,932,29114,31979,110413,42996,-13247,2,3,3,3,3,3
448132506,895086,1589462,1170622,1266901,2761206,3389807,582536,406264,444621,1499846,1298268,647174,7,6,9,11,17,21
448155614,10093050,10101100,11276090,13936200,13066300,12025788,1008010,883760,749370,1140380,929620,431502,91,94,94,18,109,118
448198002,1796140,1291854,1380373,1575801,1895779,832493,117928,65186,71868,79850,107901,12073,12,10,9,5,7,9
421443656,301e3,265150,304870,275480,340950,343100,5e4,33980,39540,18340,37340,59340,1,2,2,2,2,3
527611867,237963,368770,274868,301711,318971,207063,21514,12080,-12721,3957,8324,-23286,3,3,3,3,3,3
418888111,1866056,2195547,2356650,1853781,1962213,2986673,40852,62124,44729,-1217,88279,41206,7,7,7,9,10,9
528002702,245942,288297,282099,229774,336239,383940,-29391,-43563,2702,-42978,43486,6189,4,1,2,1,2,2
333867513,6599610,10336780,10886400,12296700,13804980,16461905,1389530,443580,531600,741520,1195560,1070237,56,54,59,60,64,76
528109820,247171,319729,372361,527504,494154,574893,13176,13919,12838,36395,18126,25590,1,2,2,0,4,3
450805023,149700,157390,157150,130560,143590,130600,-12230,-6500,-19640,-18830,-21810,-9110,4,5,6,5,4,3
528187032,316984,279625,277419,331679,242139,271415,5805,30249,-6938,29627,7969,12725,3,3,4,4,3,4
449893270,185951,181870,204571,308927,300266,299062,29665,26133,47408,72165,73454,31903,2,1,2,2,2,2
421499088,426708,512117,631617,873319,797785,978848,65606,56744,47409,92969,63989,8421,5,5,5,6,7,6
528415961,6978888,7809755,9423417,10454619,8620912,9196983,33483,77101,103340,156257,-105203,45645,4,4,4,2,5,14
444796817,20754838,25720630,22708093,25079462,28358987,33540047,1388408,1938447,1522104,959082,1362957,1802543,15,16,18,18,20,21
431327048,366011,423889,496453,560259,623497,674649,13896,21011,18101,4288,32526,28327,3,4,4,5,5,4
431467760,21618131,22148665,35186884,41014056,39947364,39038857,1070128,1908407,1732458,1135628,867164,722489,18,26,45,51,49,45
444865885,1247722,1846254,2405525,2530638,1601818,2103095,36849,89277,63885,-30257,55402,158967,1,1,3,10,12,16
444889554,2116390,1806810,1711020,1629850,1811820,1509460,30280,18650,13200,307980,312550,-67766,16,15,14,15,13,12
431606425,9595167,10148125,10838223,8005699,9637310,9348796,11229,200667,211637,-627325,124816,159055,71,71,78,79,73,73
523431492,194704,200481,180576,168230,157587,163497,7088,13800,13073,14560,13255,17652,3,3,3,3,2,2
422225813,3278773,2653596,2530241,2233712,2166150,2247557,219780,143278,144316,103062,72781,121153,160,111,116,118,111,98
422363796,852730,903753,973897,1020783,1027913,1060574,37406,20344,36734,10174,31343,19490,3,3,3,4,3,3
422443788,1055990,1429144,1279923,1024080,1154210,1230140,22154,60475,78340,69906,55694,69592,12,13,13,13,13,15
447717307,266950,256230,241580,233820,249380,190856,565940,322990,585930,67630,48600,143798,4,4,4,4,4,2
420703696,583948,600534,587026,734149,651387,845905,10744,18531,20474,57792,20032,37397,0,0,0,0,0,0
449642297,3265148,4251288,4981943,5843325,6257723,5926575,60051,107826,99564,32892,20408,38815,10,10,13,18,18,25
449699073,619016,618663,861092,1021065,1047719,1444553,13969,40038,35308,38069,11891,57270,1,1,2,4,4,4
530602150,2817916,3313081,3765495,4357354,4520108,4850919,741,38576,-6983,45791,-42041,99733,8,8,10,10,11,12
423175660,598577,601866,597974,637514,581386,673106,42516,14613,17931,29341,10145,31306,5,5,5,3,3,5
448986059,3913736,3809994,3798329,3735181,3504446,4007548,271681,323374,283353,106642,142497,317503,48,36,38,38,40,46
420851123,704276,741258,741027,825187,820632,922041,7161,6742,11542,28581,26003,39711,8,9,9,9,10,10
424749505,335e4,3329980,3604e3,4173150,5059160,7732730,71e3,83730,217050,240410,339180,407960,46,46,47,52,69,110
415175587,259493,292674,224492,200891,198627,210661,4767,74,1465,-23746,8601,6457,4,4,3,2,2,3
478697618,285315,307639,345851,359331,402914,427765,9787,12513,3084,1258,16736,16698,3,3,3,5,4,4
421641564,3418071,2078398,900674,3253490,3535493,1612996,15519,13295,38064,10274,91557,108155,4,4,4,4,4,4
421649575,41576043,47689759,48525528,52832277,51159681,57895154,-769867,-1142346,156408,609121,1115746,997994,46,47,48,54,60,57
423454529,261523,235933,219265,232773,342610,329355,839,-97,-17740,-1747,4305,-7053,2,2,1,1,3,3
532414158,729046,781213,948522,964799,876655,893730,6063,49916,144056,36752,1371,33780,6,6,5,5,4,5
423573401,2526e3,2071e3,2111740,2240420,2600016,2855613,2714e3,1662e3,1862270,4706640,4105423,7271529,8,9,9,9,9,6
485075550,213894,581433,239364,136435,504232,27289,-64869,-4435,-53991,-35773,-53448,-100049,3,2,2,1,1,1
532484334,595e3,577280,585200,652800,610900,809340,159e3,12300,9410,67460,10330,513920,1,1,1,1,1,1
510342769,37518397,33838647,36741320,26340681,34818880,40669829,560784,242948,331942,-212726,83879,24121,8,7,10,11,8,8
425112711,947499,2104869,2342615,2506318,2228344,2256747,17297,312023,139560,221735,216797,193306,1,1,2,15,12,17
425113701,368330,406820,426490,523011.42857142864,640630,640960,10360,230,6280,5828.571428571428,22310,56670,4,2,2,2.571428571428571,3,4
422686345,3452685,3458522,3684859,3903777,3958666,3936301,583546,552243,549236,579055,575394,512602,27,25,27,29,29,30
424206423,1094e3,1192420,1192480,1211200,1219850,1309270,123830,129380,137820,137860,140910,125620,6,8,8,8,9,8
422109546,1110572,1237142,1287058,1227748,1547439,1776323,16573,48264,49615,97537,87401,63357,4,5,7,7,8,8
423994953,4722954,4184786,4558935,4736961,4455139,4736663,423943,225387,414801,437404,362705,313734,26,27,25,27,25,27
529616088,215469,194471,180519,204489,138096,180927,14497,9153,-1852,21827,-13886,14477,4,4,3,3,0,3
422622373,578545,438555,654331,614082,535235,408619,143932,101301,116687,79189,93681,74312,2,3,2,2,2,2
431709237,577770,393506,396345,488866,480164,608557,13352,-55044,-65988,2444,11052,20025,5,4,4,4,4,4
328517685,18004480,19931080,17813250,15136500,15392890,15248867,2518310,2257790,1273500,-1240410,-2461010,-1319353,82,84,80,77,64,58
328558036,5729950,4864950,5408990,3873380,4424300,5446420,100950,72780,99720,-244620,-141550,73280,41,44,40,43,39,38
328339866,3148876,2367508,2759045,2905301,2936673,3312199,47132,-121394,116007,120449,146224,166407,0,0,0,25,24,24
432755940,1254789,1393657,1221505,1343653,2919276,3164555,-24851,127960,-111156,-434002,359044,160915,0,0,0,0,21,24
327804753,12931010,13718630,14587080,13994580,14313350,13628500,-47040,243930,204130,51410,155580,119180,30,24,28,28,31,33
327902045,2005607,1917002,1736359,1202162,1039223,1423159,10248,21260,-9259,-35719,11582,69894,8,7,7,7,6,5
433413465,201565,208465,200987,196043,194876,188235,385,826,1253,1637,2666,6869,1,1,1,0,1,1
328770854,48325e3,51746e3,51887e3,55846e3,60967e3,72869721,427e3,524e3,623e3,77e4,1044e3,1827438,25,26,26,26,26,28
328845904,832649,751455,677176,606781,620128,580013,295714,229425,157777,42979,34039,48747,3,4,4,4,4,4
790446702,3947100,2772584,2480110,2556210,3271140,2938680,229320,36416,34870,25320,75560,67540,51,11.2,12,14,15,15
329381743,30740510,32324560,17039270,32837020,33069510,35279536,-5140120,-1546980,-1519250,-3334980,-3392150,-4555635,344,344,343,338,382,338
329414890,645409,445820,282192,462712,388331,308621,23829,125524,907,76262,75955,28060,3,1,1,0,0,1
329735047,1990082,1745987,1630705,1849876,1742182,2166189,125311,118272,106747,163996,154548,344616,0,34,34,34,37,50
329224562,33710788,33781331,34091331,34555177,37744076,41238815,-1634076,-267661,-2695170,-2452679,-892152,631458,298,311,323,377,368,773
332013044,367897,466367,690074,870045,771460,598135,80437,39385,86660,86564,99494,42591,3,3,3,3,3,3
439395302,132961,142809,143354,148954,114047,126754,3765,11714,5690,13922,8512,17170,2,2,2,0,1,1
532247723,323511,442725,375659,459827,496265,381448,29425,52743,37103,49429,7913,16149,5,6,5,6,5,5
332189117,1060501,1259098,2035736,1928997,1848147,1920009,59951,52334,117272,108496,57359,50036,5,6,9,9,9,9
439414079,313248,348741,364463,362831,379850,397671,4526,10930,19560,11094,13168,333,4,4,4,4,4,5
