Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
352398796,85034139,60908932,67901404,71527809,72246225,75680760,33187011,-153112,4356685,9794574,3180234,1011188,414,180,195,194,153,158,C,D,D,Fabrication de carton ondule,DS SMITH PACKAGING ATLANTIQUE
626380158,7217670,7054138,6297860,6638692,6706755,5767263,44695,146458,177833,290484,317312,42951,13,13,13,13,12,12,D,A,B,Fabrication d'aliments pour animaux de ferme,ETS DUBREZ ET FILS
631820057,8188297,6758747,4573074,4525838,4442664,8402532,318260,105567,-61782,-7240,-58821,70365,16,18,18,18,9,18,C,D,B,Production de boissons alcooliques distillees,DISTILLERIE DES MOISANS
634801054,11642351,10813503,9219216,8767275,9195742,8152051,-101450,16522,-260869,-648604,-62171,-232514,70,68,67,64,63,57,C,D,B,Autre imprimerie (labeur),IMPRIMERIE BAUGE
422967208,4600500,4421650,4142e3,4665430,4946940,5303442,119140,190350,177520,167560,92160,21252,28,28,32,32,35,32,A,C,C,Travaux de maconnerie generale et gros oeuvre de batiment,SARL MACONNERIE MARANDEAU-CHIGNARD
398002352,1418334,1338689,1298410,1214549,1130198,1112611,113353,95092,101522,69935,47128,48643,6,5,4,7,4,4,D,C,D,Patisserie,REGAL 19 EME
398072801,94632,96612,90611,72544,65776,68179,96,649,2655,4038,6678,4928,3,4,3,2,2,2,D,A,D,Services d'amenagement paysager,JARDIN DIFFUSION
353126204,448716,378682,492044,438830,498830,333065,9109,-10736,7321,-39007,1545,-43610,6,6,6,6,6,6,D,C,A,Travaux d'installation electrique dans tous locaux,SANITELEC
643620404,1706624,1830071,1817958,2020583,0,2304534,50817,359183,155364,276857,0,-78937,6,6,6,7,0,8,D,C,B,Activites des societes holding,BERTHELET
646020206,2138929,2321938,2233569,1601353,1934027,2070713,28340,24750,-284404,-229506,83459,429,30,29,32,29,27,27,C,D,B,Travaux de terrassement courants et travaux preparatoires,BABILLON T.P.
428591291,341823,384170,430552,536788,362926,401472,30136,9733,13195,51888,4678,3058,3,2,3,4,3,3,B,C,C,Travaux de maconnerie generale et gros oeuvre de batiment,ALVES BATIMENTS
399726553,1689e3,168e4,1188e3,1454e3,1391e3,1294220,9e3,3e3,21e3,5e3,0,4092,7,7,7,7,5,9,C,C,A,Autres commerces de detail alimentaires en magasin specialise,SARL DES BALMES
353335151,167450,225460,244220,227300,238190,258068,6380,22800,25260,27230,10930,35221,3,3,3,3,3,2,B,A,B,Travaux de couverture par elements,DAX COUVERTURE INOX
612041913,1075962,2041208,2619021,2559071,2348704,2611423,-381678,-230828,347624,301908,129339,233995,20,76,18,16,18,18,B,A,D,Hotels et hebergement similaire,ROYAL MAGENTA
614500676,13375765,12889236,12485704,12789104,13144815,13341677,14430,64231,31047,22811,15230,12032,34,33,33,34,34,35,C,C,A,Commerce de gros (commerce interentreprises) de materiel electrique,APPAREILLAGE GENERAL ELECTRIQUE ETABLISSEMENT DUSSAUZE
427080262,18213310,19655330,18635710,21580800,26172570,26215400,147820,201750,109170,5190,327710,334190,42,42,42,46,42,42,A,B,A,Commerce d'autres vehicules automobiles,CAYLA
352703201,127874051,135579691,148533227,149698086,154023125,170004718,4565689,4742492,7300410,9390245,6775149,7665345,376,386,457,434,441,506,A,A,A,Fabrication de papier et de carton,Ahlstrom-Munksjo Specialties
352753800,3224932,3350965,3960113,4196201,4498925,4619030,163477,164619,243715,272619,198651,247075,23,26,26,30,32,37,B,A,A,"Traitement de donnees, hebergement et activites connexes",EDT - ELECTRONIC DATA TRANSFER
352811939,12013372,13323603,14545770,16665731,16840877,21179179,171603,202575,1751062,712934,793634,1135621,15,16,16,20,20,27,A,A,A,Commerce de gros (commerce interentreprises) de machines-outils,RD MACHINES OUTILS
390406320,620480,595294,664787,649296,713350,3112579,-986930,-1498022,-2989231,-3268365,2190133,3566432,4,4,4,4,5,7,A,B,A,Activites des societes holding,CATANA GROUP
352493084,461712,425e3,430050,431832,475879,499571,-37719,-70530,-19912,-3479,-21808,233312,4,3,3,2,2,2,A,B,D,Patisserie,REGAL MORANGIS
399739663,25144610,13071930,11919040,9515310,13399720,13177600,-2272030,-615910,-734410,-229130,-1262560,247210,83,80,65,65,92,109,C,A,A,Enseignement de disciplines sportives et d'activites de loisirs,STADE BRESTOIS 29
391886124,3487806,4113843.2,3735384,3454557,4559542,6828788,54276,51340.799999999996,92460,130232,198998,249552,33,28,31,29,33,39,A,B,A,Travaux de terrassement courants et travaux preparatoires,JEAN YVES PORTE TRAVAUX PUBLICS TRANSPORTS
391913290,722782,705468,671238,732999,763190,711789,28408,20529,15779,42662,51157,64350,8,8,8,7,7,7,A,B,B,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",SOCIETE AUTIN NAUDIN
352993695,330400,444e3,32e4,36e4,376e3,384e3,133053,174595,148924,226542,127254,60303,6,6,6,5,5,6,C,C,B,Activites des societes holding,HOLDING CYRIL BRES
351279914,4503694,4476476,5665660,6256107,5477310,5314913,320434,145668,491314,703175,492889,414280,18,17,16,18,19,21,B,A,A,Fabrication d'autres machines d'usage general,EUROFLUX
750343683,136604.84210526315,188297,204039,213636,209819,187759,15478.105263157895,-88,-4001,-1099,8768,1122,0.631578947368421,2,2,2,1,1,B,D,B,Restauration traditionnelle,FMD Di Vini ta
429318421,433866,268009,398813,488882,536867,457002,20117,-41756,16727,18845,18461,9267,1,1,1,3,4,3,B,A,C,Construction de maisons individuelles,MULTI RENOVATIONS
394128466,1281956,1531914,1950593,2435599,2838946,3204191,20683,45925,96143,152155,140700,141779,12,16,18,20,29,34,A,A,A,Programmation informatique,AEXAE
353821044,16146374,15100174,13709272,17676018,17107934,17867823,-701107,-786170,10571,374522,432418,1265168,114,103,95,103,92,92,A,B,D,Production de boissons alcooliques distillees,PAGES VEDRENNE
353986599,313673,352313,313590,319286,282459,276277,-27875,19458,-15155,-15292,-22969,-27206,4,4,4,4,4,4,D,C,A,Faconnage et transformation du verre plat,MIROITERIE ALUMINIUM DE CHAMPS
430385310,957190,1032750,1062080,1071440,1056310,1039778,72070,60430,26340,-16570,-23180,85106,5,5,4,4,5,4,B,D,D,Commerce de detail de viandes et de produits a base de viande en mag. specialise,EURL BOUCHERIE VENDINOISE
552128993,92681,96592,94798,109374,111063,111599,39924,52640,40383,50546,49747,48954,1,1,1,1,1,1,B,A,A,Administration d'immeubles et autres biens immobiliers,BERNARD ET CIE
430450981,32385522.85714286,52626855,51865451,69241122,88853019,89845074,-1861433.142857143,12964985,8055213,5594516,9656333,9350989,142.28571428571428,86,96,106,115,124,B,A,A,"Ingenierie, etudes techniques",SYNOPSYS EMULATION AND VERIFICATION
430474205,368406,354895,356793,376519,329302,368041,4137,5386,1626,10478,5938,14177,2,2,2,2,1,1,D,B,B,Commerce de detail d'appareils electromenagers en magasin specialise,VERP ELECT SARL
390724508,1006734,721417,860102,816483,782676,741864,222980,148012,209297,200542,175434,135119,6,5,5,4,5,5,C,C,D,Conseil pour les affaires et autres conseils de gestion,ROUTE 66
355501545,14791920,15077620,15927440,11482240,13820890,15126093,1101780,1213510,698500,437150,823310,868537,112,114,112,108,102,100,C,D,B,Fabrication d'equipements aerauliques et frigorifiques industriels,DELAUNAY ET FILS
556750115,68237790,66524691,60470657,58805792,62377513,72760474,968319,950211,946276,929148,1314582,1126605,50,49,47,46,47,47,C,B,D,Fabrication d'aliments pour animaux de ferme,SAMAB
431249861,2307584,1819756,2035774,2199642,2017728,3251619,223330,11152,79824,28509,28264,75919,0,21,0,0,0,18,A,D,A,Travaux d'installation d'eau et de gaz en tous locaux,SARL DES ETS CAZES
393434980,264220,268460,320670,353870,373540,366200,40850,26380,43150,56560,56380,60520,2,2,3,3,4,4,B,A,C,Hotels et hebergement similaire,HOTEL RESTAURANT DU COURS
378073597,11423589,11474368,10524188.399999999,10740101,12031324,11700699,62682,147201,126486,63274,139723,114139,16,17,19.200000000000003,16,18,18,A,B,A,Activites des voyagistes,V.S.P.
378098115,2846740,2449160,2522850,2177840,2119770,2325330,13320,4840,10350,103100,-57220,-69680,12,10,10,9,9,9,C,C,D,Entretien et reparation d'autres vehicules automobiles,LA FLECHE POIDS LOURDS
377514609,55284346,59968223,58787959,58374113,61463936,65189153,-1549117,-4314111,-1658287,-971406,1746829,-2631506,248,229,225,228,186,192,A,A,B,Fabrication de carton ondule,DS Smith Packaging Sud-Est.
377978465,75045,70849,69103,63414,56579,60412,1529,-442,-5794,-878,-454,6368,1,1,1,1,1,1,D,B,A,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",LES JARDINS DE GARAZI
572052165,3441411,3277761,3567055,3569172,3400826,3380112,140543,76303,51544,96819,143276,-199338,24,23,23,23,24,29,B,C,A,Reparation d'equipements electriques,SOCIETE AUXILIAIRE DE CONSTRUCTIONS ELECTRIQUES
572138485,1417961,1512724,1577e3,1657471,2195240,3196841,-54345,13906,97773,65064,143100,542808,11,12,11,11,11,11,A,B,D,Enseignement de la conduite,INSTITUT AERONAUTIQUE JEAN MERMOZ
572183929,1115233,1082968,996306,1106115,1011575,1082928,-116345,32088,-7012,28217,-40352,16790,9,10,9,7,9,9,C,A,B,"Fabrication de cacao, chocolat et de produits de confiserie",BERNARD & COMPAGNIE SAS
433048873,274883,268241,230119,209845,175061,163412,56909,93405,88266,86392,62093,36139,2,2,2,2,1,1,D,C,B,Commerce de detail d'articles medicaux et orthopediques en magasin specialise,LORIMED
433073137,532035,533771,503042,532851,496806,519499,731,3290,18025,11920,5440,30674,2,2,2,2,2,2,D,B,A,Entretien et reparation de vehicules automobiles legers,GARAGE FABRE
377648407,3318026,4479738,5294025,4298611,3878009,4087671,-129962,30147,-145800,-260325,-11201,15002,12,13,15,15,14,14,D,B,C,Affretement et organisation des transports,CARGO LOGISTIC
577150113,45084410,44504750,44208140,45525540,48294120,49866850,-1660820,-225400,496190,1413240,799710,377940,298,294,279,267,271,265,A,A,D,Transports routiers de fret interurbains,SOCIETE DE TRANSPORTS L'ETOILE ROUTIERE PAYS DE LA LOIRE
377696505,10905940,11555080,10012940,9079340,8439360,8588290,182160,46720,59150,251030,345930,296590,39,41,39,34,32,34,D,B,B,Commerce de gros (commerce interentreprises) de quincaillerie,CIBA OUARY
377818638,12255330,14776280,17128360,14044270,16861760,21398014,8170,9580,36730,91790,174070,214194,44,43,51,40,43,43,A,B,A,Travaux de maconnerie generale et gros oeuvre de batiment,LIZEE
585850423,7948044,8369890,7881127,8936246,10198007,13051964,229939,252040,185902,316633,120722,263437,27,28,30,38,42,49,A,D,A,Commerce de gros (comm. interent.) de bois et de materiaux de construction,ARTISANS DU VELAY
589806769,1369373,1351492,1388509,1420581,1314655,1374107,23074,34693,69877,37386,6519,4734,8,8,8,8,8,7,D,C,B,Travaux de menuiserie bois et pvc,SOCIETE MAB MENUISERIE D ART ET DE BATIMENT
432610426,58625691,66740438,78891112,85278221,104096269,120087975,3183723,4704556,4547197,5266430,8262240,12719092,324,381,441,491,577,657,A,B,C,Conseil en systemes et logiciels informatiques,AVANADE FRANCE
432666923,1700040,1742740,1585540,1308970,932290,866999,92490,50010,15310,-63750,54670,61162,19,19,19,17,9,9,D,D,B,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,DABER
411304173,8894330,9960800,10593970,10522060,10490550,10337493,1286530,1874960,1630790,1450120,1716160,1411873,18,17,17,17,17,13,B,C,B,Commerce de gros (commerce interentreprises) de fleurs et plantes,BALL DUCRETTET
378680987,4658750,4725460,4909980,4106820,3014770,1853600,20720,10600,15240,47270,237430,-42230,7,7,6,6,1,1,D,B,B,Commerce de gros (commerce interentreprises) d'animaux vivants,SOCIETE DE DISTRIBUTION DE PRODUITS ALIMENTAIRES
378691398,1318087,1312612,1312488,1321808,1254267,1322088,51563,8728,36069,39207,-36015,20203,11,12,12,11,13,1,D,C,B,Hotels et hebergement similaire,HOTEL DE LA POSTE
378738041,23240748,22802314,22062e3,33008e3,43886e3,43051e3,-1348841,-1419209,-1929e3,-841e3,5803e3,498e3,64,73,60,65,89,107,A,B,A,FABRICATION DE CHARPENTES ET DE MENUISERIES,RESIDENCES TRIGANO
602048043,1641825,1545159,1535346,1556263,1565995,1515712,92881,43748,33171,56959,33476,23219,17,17,21,18,18,17,C,D,A,Fabrication de cartonnages,DUVINAGE
411588171,3963152,4512801,2572204,1686345,1494341,3371342,78014,-1166855,70953,-338813,103166,672674,43,49,33,20,18,21,C,B,D,Travaux de menuiserie bois et pvc,MENUISERIE-CHARPENTE DU VILLON
378554794,5516101,7188653.142857142,4579485,3775789,4679865,4690506,1100836,1388028,-569957,22825,555536,731854,30,53.142857142857146,27,28,25,24,C,D,D,Culture de la vigne,CHATEAU MAUCAILLOU
582143384,65125080,63581530,62458010,57666430,56053790,53801670,2512870,2296690,518880,509160,67326430,-2045620,144,152,148,140,139,136,D,B,B,Production de boissons alcooliques distillees,COINTREAU
588801464,12647e3,11705e3,11033e3,10943e3,11251e3,11791e3,-13231e3,3078e3,15045e3,972e3,166e3,5838e3,36,45,45,44,39,43,C,A,C,Activites des sieges sociaux,GROUPE PARTOUCHE
543780449,367736365,371261525,335493569,335915283,324074696,290807780,-7548588,5236281,-24847840,-4420205,-17029944,30608661,537,518,512,486,472,463,D,B,B,Meunerie,MOULINS SOUFFLET SA
546520024,34327330,35196557,30546667,28574580,31660090,30149763,-222812,151292,-33951,-41167,352839,23384,10,10,9,9,8,6,C,B,B,Elevage de porcins,ETABLISSEMENTS MASSARD
434443727,494133,503178,402290,648864,367277,297321,128707,96724,38045,203274,68637,35442,1,1,1,2,2,1,D,C,C,Commerce de gros (commerce interentreprises) alimentaire non specialise,SARL BOUGLER
438771032,391751,368829,347532,297321,331751,292835,12015,-26403,33948,41927,37002,18352,2,2,2,2,2,1,C,A,B,Activites de soutien aux cultures,SARL SIGU PROUDHOM
438799652,314205,283841,322560,278949,308775,271964,25498,5778,20835,11901,14620,9178,1,1,1,2,2,1,D,D,C,Services funeraires,GROUPE FUNERAIRE D'ASNIERES
379245665,9458247,10788057,10966208,12167413,14052136,15052307,549777,468048,571139,432859,755763,641380,23,23,23,26,54,31,A,B,A,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,SUNRISE MEDICAL SAS
434515557,1032350,1537910,1421660,1842570,3284480,5562524,-1252100,-1000350,-279310,-1148940,-661180,-425261,16,17,15,14,16,17,A,B,A,Fabrication de matieres plastiques de base,AUTOMOTIVE PERFORMANCE MATERIALS
378944334,21268030,20616066,21811765,24193390,25167644,23131055,385499,327555,307841,302398,325471,74852,12,15,16,17,17,19,B,C,C,Commerce de gros (commerce interentreprises) de fruits et legumes,PRIMAFEL
720201359,719815,732266,743569,734734,796786,750792,81321,81741,102223,109744,130540,81018,4,4,5,5,6,6,A,A,C,Terrains de camping et parcs pour caravanes ou vehicules de loisirs,CAMPING DU SOLEIL
433567070,1765305,1788765,2330760,2361631,2257229,2430387,236543,222037,209572,323618,361764,357903,9,10,10,10,10,10,B,B,C,Travaux d'installation electrique dans tous locaux,C.L.R
441466976,785128,791263,628150,658300,816229,1071226,70369,-49784,-114494,94495,118680,220627,3,2,1,1,2,2,A,B,D,Conseil pour les affaires et autres conseils de gestion,GEORGESON SHAREHOLDER
310998109,12166814,12510807,12798132,13667055,13927280,13861190,1097924,334738,412402,566042,518884,574210,66,73,75,73,79,81,B,D,C,Commerce de gros (comm. interent.) de bois et de materiaux de construction,PASINI
694500968,10223856,9500754,7544069,5953452,11191383,12038948,286563,81276,347515,205803,316502,563306,38,44,42,45,53,52,C,B,C,Travaux d'installation d'equipements thermiques et de climatisation,ORIOL
451199053,380970,358974,338321,137681,137046,153068,26763,4179,5257,-33253,-5962,2211,3,3,7,2,5,3,D,D,A,Restauration de type rapide,LE REFUGE DES MICHAILLES
311285068,9645818,9328243,10452283,11237100,12687006,13996361,-249564,41504,302674,404619,805590,488278,107,103,92,101,109,123,A,A,A,Activites des parcs d'attractions et parcs a themes,AVENIR LAND
311440051,28455959,28050123,28343740,27391232,27527061,28730556,434733,469906,535133,640166,402318,278706,111,109,113,121,117,105,C,C,C,Hypermarches,LAMIDIS
700802135,13894430,13642811,12051525,5020142,6378629,6370456,709979,538730,151422,-1750883,-1038640,-948546,61,66,56,46,47,94,D,D,A,Mecanique industrielle,ATELIERS TOFER
702015314,1911195,1849891,1654159,1945100,1860528,1748838,172218,161887,158413,201028,157047,188100,7,7,7,7,7,7,C,A,A,Intermediaires specialises dans le commerce d'autres produits specifiques,ZEHR
703620450,3777242,3413206,3571623,3477048,3857499,3962421,1077,38568,35236,3167,74791,14533,36,36,29,29,27,36,A,B,D,Installation de machines et equipements mecaniques,S.I.V. VEISTA
706820016,6195e3,5945e3,5243e3,555e4,6182e3,6766e3,6e4,145e3,62e3,175e3,43e3,72e3,18,17,17,18,20,18,A,C,A,Commerce de gros (commerce interentreprises) de minerais et metaux,FERREN FERS
310530118,19543600,13169850,11462090,12258060,12251220,11370108,56070,311990,216480,-193050,-47180,377567,49,49,49,49,47,46,C,D,B,Commerce de gros (commerce interentreprises) de fruits et legumes,VAL PRIM
310679311,2428430,2032850,1860740,1717680,1743850,2032390,82480,59270,54690,-53800,20180,24850,7,7,7,6,6,8,C,D,A,Commerce de gros (commerce interentreprises) de fleurs et plantes,PLANDANJOU
672020187,2208553,2147144,1939599,2059446,2151776,2285452,126079,144528,129571,53011,126255,147057,19,13,13,14,15,13,C,D,D,Administration d'immeubles et autres biens immobiliers,LOISELET ET DAIGREMONT PARIS EST
672030574,13812958,17824681,22244346,21965244,19689585,22439984,110441,127466,194554,200969,234663,36079,29,32,33,36,35,33,B,C,C,Activites des agences de placement de main-d'?uvre,SPENCER STUART
450973235,1341603,1369473,1639674,2003863,1888144,2259353,100018,117819,62777,215278,267865,226831,0,11,12,12,14,13,A,B,C,Activites des societes holding,FINANCIERE ERJO
309446383,7191795,7567807,8565494,9551245,10991144,11650230,-80272,190436,419185,486784,295511,383731,91,87,94,104,119,119,A,A,C,"Fabrication d'articles textiles, sauf habillement",NV EQUIPMENT
312327778,2612504,2657779,2643312,3437899,3402246,12757198,110812,36544,35196,164163,57916,9197,32,27,27,31,39,95,A,C,A,Transports routiers reguliers de voyageurs,AROME
441331659,1046396,1027992,1038182,1143433,1227471,1205646,4510,38262,120652,155473,117087,91187,8,8,10,11,13,11,A,A,C,Administration d'immeubles et autres biens immobiliers,Regie CAVERIVIERE
692008816,17264583,16188122,17463864,17647616,19158615,18627667,146668,87245,231646,163905,135604,153033,14,16,15,15,19,16,A,C,A,Commerce de gros (commerce interentreprises) de fruits et legumes,ETABLISSEMENTS BALEUX
709804447,2735885,2837715,2590944,2918834,2602242,2430675,-75178,33856,32987,-28298,-114372,-79655,20,18,18,19,19,21,D,C,A,Installation de machines et equipements mecaniques,MANULEC
710500083,156668199,130268103,158785062,162621315,163503890,184243782,538518,-152818,66198,1142350,1890566,1675641,327,318,309,303,300,302,A,B,D,Commerce de voitures et de vehicules automobiles legers,MERCEDES-BENZ V.I. PARIS ILE-DE-FRANCE
711780445,258109910,214350300,236224920,238399784,228611240,237790519,-826600,2059450,732320,-3494312,-190530,-2598132,198,205,221,275,238,216,C,C,C,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",SOUFFLET ATLANTIQUE
712034040,1358328386,1541406120,1453531091,1617672e3,1900253947,2021928272,-1960021,985498,3481036,490243,-4530469,5426607,176,177,178,182,181,187,A,A,A,Commerce de voitures et de vehicules automobiles legers,TOYOTA FRANCE
712047257,666143,456831,343804,412301,434025,391218,114,3007,1734,2469,5532,-6068,3,2,2,2,2,2,C,C,D,Activites comptables,FIDUGESTION
451885636,1209408,1046283,1066903,1148421,1158193,1214200,54739,29667,29977,29626,81712,11868,0,7,8,9,10,8,A,D,C,Travaux de charpente,SARL CHARPENTE LABARGE
442382891,1496790,1588388,1583380,1665879,1648569,1610940,50649,69971,71033,74778,84254,72249,14,16,16,16,14,14,B,A,B,,SOCIETE DE REPRESENTATION TECHNIQUE ET COMMERCIALE
313659344,936432,922853,889928,886274,892054,912776,409947,412079,90407,58460,115952,127234,7,7,6,5,4,4,C,D,B,Activites des societes holding,ATELIER DE SAINT-PATERNE
313801599,304559,334101,346353,373535,382966,422054,-7931,9419,5456,12016,23103,58245,1,2,2,0,0,1,A,B,B,Commerce de detail alimentaire sur eventaires et marches,CREMERIE STEPHANE MONTAMAT
309847119,11319e3,10752e3,12375e3,1283e4,12734e3,13513711,171e4,1652e3,2167e3,1937e3,2242e3,1950554,106,121,123,129,136,139,B,A,C,Activites comptables,IN EXTENSO SECAG
749831129,9905035,8268391,7336366,8078284,8524517,6713556,393882,533490,613828,828826,867435,731262,116,104,90,77,68,63,C,A,D,Activites de conditionnement,SPI2
452069586,1343450,1618430,1629600,1449600,1707200,1833300,395960,-35580,52740,56290,49880,2413753,4,5,6,6,6,7,A,B,C,Activites des societes holding,JJMS
449075738,56977,67097,68490,77387,40670,2030,24128,31527,29786,30965,15216,-11506,1,1,1,1,0,1,D,C,B,Activites des agences de presse,FISH'EYE - AGENCE DE PHOTOGRAPHES
443335708,2152910,2226920,2557700,3129210,4250120,5052780,108610,86240,112700,161880,270280,314790,14,14,11,15,23,25,A,B,A,Commerce de gros (commerce interentreprises) non specialise,ARTHEME DIFFUSION
443718713,1300504,1577254,1723708,1432856,1475580,1651578,21077,22843,2623,1331,-53323,33389,4,5,7,7,1,7,B,D,B,Activites des agences de publicite,PARAKALO
311833693,5507236,5553103,5615901,6125259,6950019,6999038,1022889,3613583,240621,990472,146981,3510961,30,28,11,34,36,35,A,D,C,Activites des sieges sociaux,MEDIA 6
725720551,4304380,4073660,4574580,4430590,4095780,4535581,93410,164780,116150,83250,42520,62294,36,35,33,32,32,31,B,C,D,Fonderie de fonte,FONDERIE MATHIEU
725780480,20001684,19467549,23269915,22498637,22242534,29513175,996773,1052407,1416325,1528218,1181938,1865182,33,37,39,38,40,41,A,B,C,Fabrication de machines pour les industries textiles,LAROCHE SA
726620222,8210230,7804870,7370530,5489040,6850660,8259300,301970,149490,104750,21910,314640,507838,28,28,25,27,27,28,C,B,A,Collecte des dechets non dangereux,PASSARD
451447767,288e3,337500,342e3,342e3,384e3,39e4,2926019,1934397,1364170,1447940,1175615,1266259,2,2,2,2,2,2,B,D,A,Fonds de placement et entites financieres similaires,MAJUNI
438541112,1005933,883252,928397,927524,1010021,1203780,6700,11712,1477,571,17466,21780,7,6,6,4,4,6,A,B,D,Travaux d'installation d'eau et de gaz en tous locaux,ETS PERUZZO RAYMOND
443250576,166892,175764,156320,169960,150479,144209,4445,19915,29403,23652,12276,11046,2,2,2,2,2,1,D,C,B,Activites des agences de voyage,ACTUA VOYAGES
312068307,90817720,93790270,95400200,96486340,98400130,100409390,1769120,2779030,3030780,2494570,2793270,3117500,221,236,243,254,278,281,B,A,C,Hypermarches,ALENCON DISTRIBUTION
316138635,8500512,9538334,11488445,14740277,15018397,14226036,131613,702728,1217054,2030506,1439676,-233552,33,33,35,33,39,41,B,C,A,Commerce de detail d'habillement en magasin specialise,ISSEY MIYAKE EUROPE
316203595,2158460,1920240,1663010,1627977,1469633,1394876,24200,1390,-16480,-41842,-70526,-122197,4,4,4,4,4,4,C,C,A,Commerce de gros (commerce interentreprises) d'autres biens domestiques,LOISIR ARCHERIE SPORTS DISTRIBUTION
732049606,1600555,1729082,1038290,1161147,944411,830567,396744,438745,254197,310266,169017,153619,6,6,6,6,5,4,D,C,B,Travaux de maconnerie generale et gros oeuvre de batiment,ENTREPRISE MOIOLI
442612255,2754533,2381446,2700409,2693353,2916246,2811041,65769,-2404,50308,53199,221502,155907,43,39,47,0,0,34,B,B,B,"Culture de legumes, de melons, de racines et de tubercules",LENOIR PRODUCTION
316754902,1040190,1311050,1062350,1045270,1122e3,1023483,-9980,40560,49800,49360,49510,46811,10,12,10,10,11,9,D,A,B,Travaux de couverture par elements,BISIAUX FRERES ENTREPRISE DE CONSTRUCTIONS ARTESIENNES ECA
451596738,133965,131590,154591,181918,165897,174300,7032,1228,1887,2736,4228,917,1,1,1,1,1,1,B,D,A,Travaux de peinture et vitrerie,SANALITRO
451601421,59693215,64736242,71021349,79557403,71141832,61281324,673061,1110212,430676,2037580,297437,1310875,36,31,29,32,33,23,B,A,B,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,ACCURAY EUROPE
410392971,28787012,26332762,25700434,26874324,29165587,32537096,1549627,-639751,660884,606566,887321,1812540,54,53,49,47,46,46,A,B,D,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,DIASORIN S.A.
317031565,2723733,2813312,2811265,2831577,2839724,2837532,249787,243106,292341,269128,233742,246974,30,30,30,30,30,30,B,C,A,Activites comptables,FIGELOR
317034551,1223162,1408365,1993261,2012373,1877127,1863133,72037,190232,240725,299031,221635,272570,8,8,8,8,8,8,B,A,A,Activites liees aux systemes de securite,HEURE ET CONTROLE
444231955,2585811.4285714286,2359790,2819860,2308280,3913370,4780147,-42565.71428571429,35940,38270,-36770,-34930,105540,44.57142857142857,24,24,22,40,45,A,B,A,Travaux de charpente,SICOB CHARPENTE
315175448,6171716,5943894,5360680,5500971,6180444,6017512,245435,282890,282172,262132,441980,406288,188,188,175,164,180,176,C,B,D,Nettoyage courant des batiments,SOCIETE DE NETTOYAGE PROVENCAL
315411249,11219e3,10306980,10440720,9252640,10667200,14138965,67e3,3620,-183230,-252850,20410,33244,61,54,53,49,49,46,A,D,D,Construction d'autres batiments,CONSTRUCTIONS LE COUILLARD
315493981,1011523,791235,716306,896682,899624,787396,28172,-40918,228,26198,3413,3435,6,6,6,6,6,6,C,A,A,Travaux de menuiserie metallique et serrurerie,FERRANDO ET FILS
452441918,15112601,15805985,15883394,16363554,16635233,15689898,329696,386232,250923,268788,167293,116844,40,45,46,48,48,49,B,C,C,"Commerce de gros (commerce interentreprises) poissons, crustaces et mollusques",MARIANO AUX CAVES DU PORTUGAL 33
315921585,2101810,2080220,2251850,2423270,1977430,1719798,96050,37130,12880,61730,-154630,-202849,10,10,10,12,11,9,D,C,C,Entretien et reparation d'autres vehicules automobiles,GARAGE ARNOUX
314036948,6615e3,6219090,5806340,6417160,5593300,5782230,333e3,404740,348180,213830,276490,213770,45,45,43,38,39,37,D,C,B,Travaux de menuiserie bois et pvc,RENAULT MENUISERIE
314136185,19872619,20939842,22547366,25465151,27206021,28637925,562258,752753,889774,873673,719186,1097364,40,45,57,63,71,75,A,A,C,Comm. de gros (comm. interent.) de fournitures pour la plomberie et le chauffage,SOCIETE LYONNAISE DE ROBINETTERIE
314258385,5129340,5173740,4839450,5007190,4963140,5261890,255270,372360,332460,245160,259700,292320,25,25,25,27,30,27,C,C,A,Entretien et reparation d'autres vehicules automobiles,POIDS LOURD SUD ATLANTIQUE
428690838,842460,802360,813180,808600,894010,891233,-26110,-91430,93720,595530,69360,111467,3,3,3,3,3,3,A,A,A,Activites des societes holding,MNL INVESTISSEMENTS
449334861,165080,203040,145830,168150,222310,180489,300,1660,460,4080,23290,3003,1,1,1,1,1,1,A,B,A,Travaux de maconnerie generale et gros oeuvre de batiment,EURL MICHEL REVEILLE
449362714,784480,1072184,1037187,1330143,1373663,1237254,31485,33400,34780,36278,38363,4351,5,6,7,9,7,8,B,C,C,Travaux d'installation d'equipements thermiques et de climatisation,TRANS TRAVAUX SERVICES
317526382,23747677,18684484,13009653,15170401,22776184,21051322,1419488,516426,468302,647776,1626476,1791135,37,37,38,38,37,38,C,B,C,Construction de maisons individuelles,LES MAISONS ALAIN METRAL
