Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
378220248,2757572,2949467,2718412,2996254,3608478,3141965,-17549,21563,95403,16231,136137,136798,16,16,15,18,19,18,A,B,C,Travaux de terrassement courants et travaux preparatoires,TRAVAUX PUBLICS LALANDE
352887954,8071926,6926263,6168729,4385664,5110216,1336006,3120967,-16953966,-2183404,-73395,-23575041,-2342034,67,58,54,31,30,9,D,D,B,Activites des sieges sociaux,GROUPE JEAN DELATOUR
532881919,584171,658211,718891,677433,636380,759553,3401,39084,1602,30988,665,43060,2,3,3,3,3,3,B,B,C,Commerce de gros (commerce interentreprises) de quincaillerie,SANetPAT
379345432,1047330,1068100,1009710,1020960,1160350,1066774,47180,13860,25470,34050,63060,62180,10,10,10,9,9,9,A,B,B,Fabrication d'emballages en bois,BOISSELLERIE PETITE
379840960,341050,343698,360496,349221,360053,342843,8247,3473,13521,5468,3454,53,2,2,2,2,2,2,B,C,A,Activites des agences de publicite,N G A
380006247,20457084,19857494,19709935,19029564,19427472,19819223,474845,440216,400117,385640,373726,312766,58,60,59,53,62,62,C,C,A,Supermarches,GRIMODIS
379704018,435933,418959,474678,402760,475082,457124,2520,4998,23113,-28803,6778,6060,7,7,7,0,5,8,B,D,B,Services funeraires,S.A.R.L. M.C.
379744451,7703617,7238160,6454541,5854165,5809288,6035230,593372,435834,-147955,-399657,-17216,223887,33,33,38,34,37,35,C,D,A,Services auxiliaires des transports aeriens,UNIVERSAL AVIATION FRANCE
379807498,938600,989150,949030,1024340,1141070,1145940,58470,56680,61130,85320,106420,77340,16,15,16,15,17,14,A,B,B,Restauration traditionnelle,RESTAURANT STEPHANE DERBORD
378619944,2744463,3012451,2509458,2640545,2589464,2868965,53817,87450,30263,55255,32522,38961,15,17,17,16,3,5,C,D,B,"Ingenierie, etudes techniques",AREXIS FRERES
534260823,65919,59467,53501,52610,51607,53495,4779,1267,3892,2673,2926,5203,3,2,1,1,1,1,C,D,D,Coiffure,REVE D'UN JOUR
379594526,96250,97510,86530,77240,75830,82840,-13240,-6870,-14630,-16280,-17700,-13230,2,2,2,2,2,2,C,D,A,"Photocopie, prep. de documents et autres acti. specialisees de soutien de bureau",REPRO TECHNIC
533236477,112140,123618,142184,182021,203070,176419,-5361,6738,18887,24835,25129,11947,2,2,3,3,3,3,B,A,C,Coiffure,FLAUJAC PONTS JUMEAUX
380995555,43133458,44745299,47947861,48323348,50065445,48294570,1104687,896925,866630,937078,929140,720334,15,15,14,14,15,15,B,D,A,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,AGRIPHARM SANTE ANIMALE
534838057,697208,769912,795769,791061,803845,778360,78006,48302,14789,23633,10825,14628,5,5,5,5,6,6,B,D,A,Restauration traditionnelle,ADAJ
780141271,9003065,10404201,10082169,9632907,10195196,10826415,809165,916883,568614,665379,460068,760053,90,91,94,94,94,99,B,D,A,Gestion des jardins botaniques et zoologiques et des reserves naturelles,LA RESERVE AFRICAINE DE SIGEAN
381128016,1386204,1236859,1274729,1329739,1327426,1362303,20651,47316,51768,51915,50351,51705,13,12,12,14,11,14,C,A,A,Activite des geometres,BARRERE DUFAU GEOMETRES EXPERTS
380744029,505509,586021,606664,676480,653674,572466,-39333,3657,42948,40047,-14818,-231890,6,5,5,6,5,6,B,C,A,"Ingenierie, etudes techniques",CENTRE DE RECHERCHES ET D'ETUDES POUR L'ALIMENTATION
350325825,399360,498370,570650,479540,520150,541140,-13220,21510,53360,-7880,24720,8450,5,6,6,10,5,5,B,C,A,Preparation de jus de fruits et legumes,DOMAINE DE LAFFITTE
381792290,1383713,1163724,1123636,1194100,1092334,962518,103848,103637,33056,38680,75036,29991,10,10,11,10,9,9,D,D,B,Travaux de maconnerie generale et gros oeuvre de batiment,ENTREPRISE JEAN DE CASTRO
518888672,4340788,4684444,3837804,3701226,3501685,4157835,8102,493,43268,6447,27209,20190,15,15,16,16,19,21,C,B,A,Commerce de voitures et de vehicules automobiles legers,SAS AUTO REAL 33
393548961,1085886,1375710,1285608,1392124,1579447,1449527,12276,16845,14539,16465,23757,12425,5,8,8,8,8,9,B,B,C,Commerce de detail de livres en magasin specialise,SCRIBE
381998806,5346010,4978855,5002833,5249759,5928862,6735203,144589,105463,58308,59212,112585,172013,21,16,17,20,18,0,A,D,B,Fabrication de cartonnages,DS SMITH PACKAGING CERA
382060754,227449,261616,265804,349113,243747,270170,3626,12996,14063,42920,-7828,-12981,3,4,2,2,2,2,B,C,D,Travaux de peinture et vitrerie,MENUISERIE ALU MIROITERIE MACONNERIE GENERALES (EN ABREGE 3.M.G.)
382168961,1255333,1085885,775384,482095,457392,416832,-181093,1012,-109136,-133159,180542,817,8,9,7,7,5,4,C,B,B,Transports routiers de fret interurbains,LOCATION TERRASSEMENTS DEMOLITIONS SERVICES
382361467,2795574,1890893,2432703,2744497,3078488,4624897,236017,187507,134785,154692,176047,258172,10,12,13,15,15,15,A,D,C,Travaux d'installation d'eau et de gaz en tous locaux,MARTINEZ
382895274,3237275,3677821,4225420,4897420,5339209,5948290,198280,249635,343420,357027,358889,385223,7,7,8,7,8,8,A,A,A,"Commerce de gros (commerce interentreprises) de cafe, the, cacao et epices",SOCIETE TERRA PROVENCE
382914083,1671640,1630440,1513410,1347700,1483510,1536460,48400,58e3,53780,-35770,40230,53670,34,34,30,32,32,31,C,D,D,Intermediaires du commerce en bois et materiaux de construction,M.L.B.
451926216,563323,368962,389587,475620,447289,424237,5938,1129,26960,50522,52761,49161,6,5,5,5,5,7,C,A,A,Travaux de couverture par elements,BARDAGE ETANCHEITE VALPACOS
382370278,1032427,1056609,678375,773034,748456,814179,2520,2799,1765,5327,6196,8810,4,5,5,5,5,5,C,B,C,Reparation de machines et equipements mecaniques,SEE COUDERC
896750254,5106970,5374330,5246e3,5443640,6017210,6619124,1104220,1037e3,945e3,1132920,1458560,1241938,31,25,27,31,28,28,A,B,A,Terrains de camping et parcs pour caravanes ou vehicules de loisirs,CAMPING DE LA RIVE
926750084,3567020,3556340,3697680,3738870,3987060,4503260,-226080,-2750,12920,870,13380,-13360,12,9,8,9,7,7,A,A,D,Commerce de voitures et de vehicules automobiles legers,GARAGE DE LA GARE
447120312,1947373,2077183,1826104,1825695,1874277,2184826,110074,99784,40970,53008,-12843,58180,14,14,12,11,12,13,A,D,D,Commerce de detail d'equipements automobiles,AUTO SECURITE
493089387,727384,945131,1032140,1048606,1140269,1306797,85737,24408,52215,53040,82964,146037,9,11,11,10,10,12,B,B,A,Commerce de gros (comm. interent.) de bois et de materiaux de construction,AMENAGEMENTS BOIS DE TOULOUSE
542086178,12257990,12063740,10973450,10386060,10074170,10519780,489100,837520,148530,1331880,761890,718088,113,106,101,92,87,80,C,A,B,Fabrication d'autres articles de robinetterie,R. PONS
539547760,937098.4615384616,890540,881480,866560,884240,877860,26566.153846153844,53510,82630,82050,85950,103590,5.538461538461538,4,5,4,4,5,C,A,D,Commerce de detail de fruits et legumes en magasin specialise,SARL AUVRE
835820317,7666780,8293610,7950620,8559500,6452850,6348e3,-168030,2107630,372320,298060,-351220,8826270,77,69,69,72,75,71,D,B,D,Fabrication de placage et de panneaux de bois,ETABLISSEMENTS FERNAND BRUGERE
539938571,113e3,122e3,141e3,12e4,109e3,123187,3e3,15e3,15e3,2e3,8e3,17045,1,1,1,1,1,1,D,B,A,Reparation de chaussures et d'articles en cuir,CLE-CO
532300902,1072849,899313,935533,963823,825462,769329,86109,30197,34552,64299,114844,70519,4,3,3,3,1,1,D,B,B,Conseil pour les affaires et autres conseils de gestion,LAURENT SANCHEZ CONSULTANTS
349685099,82066665,80276343,87917225,80678829.33333334,82444374,84686466,397908,2267440,3278325,2194244,2382756,2390300,189,187,198,0,217,207,A,A,B,Commerce de gros d'equipements automobiles,IMPEX
532874013,299865,263245,244922,203819,160186,141850,32492,20122,25269,12744,4889,3280,5,4,3,3,3,3,D,C,D,Restauration de type rapide,UN INSTANT
797080983,8654e3,7408240,6689020,8679910,9566760,10066291,1072020,533750,84790,902230,845920,1453751,47,47,44,41,44,44,A,B,D,Fabrication d'autres materiels electriques,MECASONIC
750607780,189548,184299,178213,158233,181337,174270,-2240,-1703,-24900,-41093,-13691,-26146,1,3,3,3,0,1,C,D,B,Terrains de camping et parcs pour caravanes ou vehicules de loisirs,AMBOCECAM
533965786,231578,219205,341295,165174,622687,587874,-532514,-462438,695,9558,13099,-72356,12,9,3,3,3,3,A,A,D,Administration d'immeubles et autres biens immobiliers,MISAO
409065406,5228146,4449592,4495401,3505980,3182443,3378702,209500,-152270.40000000002,341156,294023,196749,50600,48,0,387,28,34,38,D,A,A,Production de films et de programmes pour la television,BRAND & COMPANY
531935740,141239,152336,158081,158563,177296,193945,1315,19087,14072,5178,17675,16915,4,3,1,2,2,2,A,B,D,Restauration traditionnelle,SAKURA SUSHI
388317984,4089589,7645109,9206196,449493,7539362,6268663,2745,1231,1320,1157,799,722,10,10,9,9,9,8,D,D,B,Commerce de gros (commerce interentreprises) de boissons,LES VIGNERONS DE ROZEILHAN
533995684,3104858,4442671,3815870,5060274,8345935,7260903,208428,35865,-903402,-1119784,298982,-112252,67,97,104,109,125,115,A,D,C,Travaux de menuiserie metallique et serrurerie,FGA PICARDIE
432623205,1798876,1583339,1779216,2003620,1803462,2220194,920639,388440,252447,10851,129627,451948,10,8,8,8,8,9,A,D,D,Activites des societes holding,COMMUNICATION ET DEVELOPPEMENT SOCIAL
533973848,571908,619797,795344,1154828,1243884,1354627,7792,7742,39908,69404,69954,51467,1,1,1,3,3,4,B,A,A,Comm. de gros (comm. interent.) de fourn. et equi. div. pour le comm. et serv.,AV-SYSTEMS
534698857,294990,339830,325750,269280,261450,259770,-4150,11890,37940,7380,7210,-26650,3,3,3,2,2,2,D,C,B,Travaux de maconnerie generale et gros oeuvre de batiment,THIERRY OULIE
492966148,4775660,6314250,5547659,5519118,4566403,3475286,-70566,4591,5484,956,4331,11927,18,16,17,19,14,10,D,A,B,Recuperation de dechets tries,BROYAGES INDUSTRIELS VACHER
535620108,2852820,3331530,2923240,3166300,3120084,2854573,27900,58380,73720,46510,16055,33304,15,14,14,12,13,12,D,C,D,Travaux de menuiserie bois et pvc,NEGRO PERE ET FILS
477922173,437864,443894,520289,543675,570630,671476,10743,8381,6823,7302,9888,28534,4,4,4,4,4,5,A,B,A,Travaux de couverture par elements,C.C.S.M
534981717,918240,1345680,1808970,2219980,2300900,2561680,80360,57060,90410,130120,136570,150590,2,4,6,7,7,8,B,A,C,Commerce de detail de produits pharmaceutiques en magasin specialise,SARL PHARMACIE BENEY
537797086,1509901,2078365,2028302,1904744,1800302,1772383,25741,-14597,9213,-81923,-100508,-52447,8,7,7,7,7,7,B,D,D,Supermarches,GALLIEDISTRIB
535115729,644140,505020,647480,688210,776640,869829,103490,-28040,22840,65180,101200,95860,8,9,20,10,10,12,A,A,A,Conseil en systemes et logiciels informatiques,CADOLES
491316576,1084501,1521687,1602650,1437201,869345,1706976,131574,295561,186174,71822,239737,306813,4,4,6,6,3,4,B,B,B,Enseignement superieur,CENTRE INTERNATIONAL D'ETUDES SUR LE COMMERCE EXTERIEUR
494165392,410010,419040,413270,354010,394235,381502,9830,10060,3230,1320,2637,-2023,1,1,1,1,1,1,D,D,A,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,EURL M.S. FIXATIONS
394188049,969687,1116228,1121869,1157234,1251673,1401567,12854,54285,25318,36430,-27659,108443,9,10,10,10,10,14,A,B,A,Conseil pour les affaires et autres conseils de gestion,GMBA SERVICES MANAGEMENT CONSEIL
521917062,408547,425811,310350,284476,322535,348280,5097,-5263,-4682,3117,11018,12014,3,4,3,3,4,4,C,B,A,Travaux d'installation d'equipements thermiques et de climatisation,ENTREPRISE MARC
522642339,13850950,12370310,12666260,15045880,14738340,16905040,121130,-81220,-110030,-105020,-82740,147530,14,13,13,14,17,18,A,D,A,Commerce de voitures et de vehicules automobiles legers,PRESTIGE AUTOMOBILES
388635252,20872313,21230040,21958973,24266006,26558116,27566056,-112463,200870,111137,180575,937360,813234,0,0,29,33,32,37,A,B,C,Commerce de gros (commerce interentreprises) alimentaire specialise divers,NATURALIM FRANCE MIEL
525920773,2576709,3047948,2669375,2631178,2360672,2920841,-939661,-109339,-99464,112402,109512,10635,40,29,30,30,25,24,C,A,D,"Sciage et rabotage du bois, hors impregnation",PETIT S.A.S.
440339091,652759,656141,654928,618489,613364,496513,6008,8113,3212,477,4555,-49186,2,2,2,0,2,1,D,C,B,Commerce de detail d'appareils electromenagers en magasin specialise,SARL HIFI TELE VIDEO MENAGER
538499310,6365009,7333250,5656684,8656823,8097424,9122356,177324,64576,-36969,198147,184081,6290,19,24,27,21,23,20,A,D,B,Fabrication de carrosseries et remorques,PALFINGER SERVICE PARIS
538522012,6483397,8565827,7897172,8772495,10731245,12340536,-22658,78292,207205,118090,135879,258194,24,24,24,22,24,26,A,A,A,Fabrication de carrosseries et remorques,PALFINGER SERVICE ANNECY
451949986,293460,297062,250551,334358,357248,370085,18638,15489,61091,-793,12534,21975,3,3,4,4,4,4,A,C,C,Restauration traditionnelle,SARL MARIE MINA
453002552,605522,577121,619079,1004371,608547,890174,34016,30269,36032,71544,56807,66122,2,2,2,2,2,2,A,A,A,Travaux de revetement des sols et des murs,ART MOQUETTE
453010613,2688563,3105077,2665834,2774043,3278529,3482516,157540,161549,106799,153361,135645,119449,15,18,16,19,25,21,A,D,A,Installation de machines et equipements mecaniques,HIE-EQUIPEMENT
453075657,591941,405481,706843,857833,695747,694017,1520,-158389,-87781,25402,20350,20911,6,6,5,5,4,5,B,A,B,Travaux de maconnerie generale et gros oeuvre de batiment,CHRISTIAN MARTINO
452807753,14015653,15136493,14296546,13931748,12734339,16453982,264983,597338,389003,212405,337348,142228,71,70,68,68,66,71,A,C,D,Fabrication de structures metalliques et de parties de structures,SAS BAUDOUX CONSTRUCTIONS METALLIQUES
453275208,510168,427055,371008,521918,310506,325680,7776,116459,6978,15007,18653,9651,8,7,7,6,6,6,D,D,D,Hotels et hebergement similaire,AVRIL
453283640,443944,1060136,1061682,1130092,1501533,2065705,101592,159746,149154,63217,44629,116448,1,6,6,7,10,10,A,C,C,Location et location-bail de machines et equipements pour la construction,ELR ENVIRONNEMENT
751015298,136364.6666666667,278749,234899,357579,353353,373501,-31427.333333333332,54766,27582,63806,56874,6874,0,0,1,0,0,4,B,A,A,Agences immobilieres,PERSPECTIVES IMMOBILIER
444925101,794103,721420,775722,822218,1047745,723010,14463,4511,-44389,-3036,50326,-46934,5,6,5,4,7,4,A,D,A,Entretien et reparation de vehicules automobiles legers,SERANT
443416912,5114815,5968713,6936084,8133453,10089522,11179618,3614761,4465901,6986117,167607,3804197,558489,40,41,46,53,62,71,A,C,A,Activites des sieges sociaux,SEGEPRO
443656772,3238813,4486435,3264684,1422314,2283464,1335909.3333333335,-477452,-78449,506482,-271293,-217223,641410.6666666667,11,11,10,8,8,6.666666666666667,D,B,B,Commerce de gros (comm. interent.) de bois et de materiaux de construction,LUOMAN FRANCE
448480533,9969944,10161072,9325136,8822608,11471778,11032717,99027,86445,225609,-188810,441634,317012,110,107,105,105,110,118,A,B,A,Fabrication de parfums et de produits pour la toilette,CCI PRODUCTIONS PARFUMS & COSMETIQUES
448516518,4521680,6146450,5500670,4604930,4933350,4926290,-22980,-54e3,-11890,3650,35160,-4480,3,3,3,4,3,3,D,A,A,Affretement et organisation des transports,SOCIETE NOGENTAISE DE TRANSPORT COMBINE
448531236,89990577,78451061,99931343,105020972,104589968,103014214,-13317345,-1534741,-1636531,-1280787,-1065740,-1399812,86,93,100,94,97,95,B,A,C,Intermediaires specialises dans le commerce d'autres produits specifiques,EBSCO INFORMATION SERVICES
449912807,789040,768e3,768e3,768e3,17e4,18151301,254220,-3290789,492944,189497,194346,135019,3,3,2,2,9,10,A,A,A,"Commerce de gros (commerce interentreprises) poissons, crustaces et mollusques",CREATIVE SEAFOOD FRANCE
449970953,75219420,83903050,80164170,86084500,93427100,100423270,218320,1165340,1264800,1526690,1602500,1442350,92,96,98,101,106,143,A,A,A,Fabrication d'engrenages et d'organes mecaniques de transmission,LENZE DRIVE SYSTEMS FRANCE
478011315,239787,241596,253304,289383,284956,311818,17786,5626,9644,29977,-5140,16743,3,3,1,4,5,5,A,C,C,Restauration traditionnelle,DAMIE SARL
478342579,51857882,42601499,54943021,80614999,81656069,125597333,661366,957633,1035958,2164751,3227432,5179569,8,90,90,93,106,106,A,B,C,"Ingenierie, etudes techniques",BEG INGENIERIE
488359944,1149373,1090389,880646,1015866,1035137,1047527,27733,15060,-15960,-46241,-55595,-10071,2,2,2,4,4,4,C,D,C,Commerce de detail de viandes et de produits a base de viande en mag. specialise,NEILA
478682305,249600,371120,325550,224160,211810,241920,-980,37370,-33580,-25240,700,14990,3,3,3,2,1,1,D,D,B,Travaux de revetement des sols et des murs,PRO CARRELAGE
478777618,70557,68452,77458,74241,72009,75644,975,5292,10223,10918,5471,-7179,1,2,2,1,1,1,B,C,B,Coiffure,EURL SCALP
479186942,654260,833150,1357446.6666666667,1152790,782270,638594,172110,11180,-1360,-23170,443850,64608,7,8,5.333333333333333,9,9,8,D,B,C,Activites des societes holding,LCM PARTICIPATION
479199507,181050,176080,153830,174510,173160,171549,4200,4170,-1530,5180,8060,8795,2,2,1,2,2,2,C,B,C,Restauration traditionnelle,QHFC
478915374,1725170,1793860,2002440,2148200,2205390,2156810,-11960,-19980,87720,44780,93140,46650,21,21,19,21,21,21,B,A,C,Organisation de jeux de hasard et d'argent,S.E.C. BU SOCIETE D'EXPLOITATION DU CASINO DE BUSSANG
478934409,1793488,1824539,1602629,1441666,1790123,2070556,122207,128411,100770,102589,97569,99685,3,3,3,3,3,4,C,D,A,Recuperation de dechets tries,BRETAGNE RECUPERATION
478237704,677010,878620,733630,953270,756860,963590,36480,60390,51660,34610,-800,82780,5,4,5,5,5,5,B,D,C,Comm. de gros (comm. interent.) de fourn. et equi. div. pour le comm. et serv.,FC SERVICES
344809231,11513406,11432015,12926909,13237570,14237188,14467003,592580,93650,470563,372279,624996,14011,43,47,47,46,45,44,B,C,B,Activites de conditionnement,LIVCER
479332918,251103,244909,267127,292911,273091,229075,1848,1355,3412,7059,17109,9557,5,4,4,4,4,4,B,B,D,Gestion de salles de spectacles,SARL FIESTA RECEPTION
493420913,171049,185689,257395,264568,274325,255329,0,-10936,1242,0,2906,-13888,0,0,3,3,3,3,B,C,C,Debits de boissons,TOI TOI LE ZINC
505143172,2114520,2109940,2885780,2945,3504802,3523094,16360,28450,2710,-110,-9159,18060,6,5,5,8,0,2,A,D,B,Activites de soutien aux cultures,AGRIPARM
422162800,5164402,4721434,3424587,2773951,3960282,3985474,137494,131250,-1610805,-998086,-505285,-591662,43,45,44,25,39,37,C,D,B,Restauration traditionnelle,PUB SAINT GERMAIN
480011360,62272844,52456636,68135053,57187694,55539374,55077137,1195022,201321,220194,25576,-410119,214626,123,129,124,119,118,119,D,D,D,Commerce d'autres vehicules automobiles,MERCEDES-BENZ V.I. LYON
480019371,380698,327738,284807,331565,275662,269508,23169,-8520,-28568,2783,-31728,23,2,2,2,1,2,2,C,D,B,Travaux de revetement des sols et des murs,GONCALVES ALVES LUIS
434868147,3560356,2275146,2535067,1834711,1715360,1758845,122739,90923,42345,17589,51871,63199,11,8,8,7,10,9,C,D,D,Travaux d'installation d'eau et de gaz en tous locaux,SOCIETE BOCQUEL
322927013,2380302,2735131,2940183,2764765.3333333335,2682101,3023715,-179383,64129,-9197,-85312,-3503,176662,36,38,40,0,37,39,B,B,B,Activites de conditionnement,TRANSPAC
352169072,942808,843674,711884,752847,639868,680386,19432,19084,-39480,7064,21875,25843,13,12,11,10,10,9,C,D,D,Travaux de maconnerie generale et gros oeuvre de batiment,ENTREPRISE VERDIER SARL
480593367,7999623,7178245,27430864,27499743,28103390,28342926,-174096,199772,984765,766787,972418,928192,44,39,171,175,177,178,B,A,C,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",JARDINERIES MONPLAISIR
